Drugs ,Cell line,TCGA classification,Tissue,Tissue sub-type,IC50,AUC,Smiles
,ZR-75-30,BRCA,breast,breast,0.393621,0.352963,
,YT,ALL,blood,lymphoid_neoplasm_other,0.075961,0.100658,
,YMB-1-E,BRCA,breast,breast,4.790721,0.682241,
,YKG-1,GBM,nervous_system,glioma,6.842816,0.750959,
,YH-13,GBM,nervous_system,glioma,1.904077,0.566716,
,YAPC,PAAD,pancreas,pancreas,6.658274,0.728064,
,WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.346856,0.292879,
,WSU-DLCL2,DLBC,blood,B_cell_lymphoma,4.717756,0.718052,
,WM793B,SKCM,skin,melanoma,1.721431,0.549737,
,WM35,SKCM,skin,melanoma,0.359405,0.306931,
,WM1552C,SKCM,skin,melanoma,0.748298,0.421048,
,WM-115,SKCM,skin,melanoma,0.917353,0.455759,
,WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.035456,0.034276,
,VMRC-RCZ,KIRC,kidney,kidney,0.838906,0.441469,
,VMRC-RCW,KIRC,kidney,kidney,2.526093,0.611125,
,VMRC-MELG,SKCM,skin,melanoma,0.212347,0.23321,
,VCaP,PRAD,urogenital_system,prostate,0.122026,0.169095,
,VAL,DLBC,blood,B_cell_lymphoma,0.11192,0.174183,
,VA-ES-BJ,UNCLASSIFIED,soft_tissue,soft_tissue_other,3.347475,0.651875,
,UWB1.289,OV,urogenital_system,ovary,1.19638,0.494059,
,UMC-11,UNCLASSIFIED,lung,lung_NSCLC_carcinoid,0.218545,0.225462,
,UM-UC-3,BLCA,urogenital_system,bladder,0.920029,0.449734,
,UACC-893,BRCA,breast,breast,4.185257,0.672163,
,UACC-812,BRCA,breast,breast,1.86435,0.561198,
,UACC-62,SKCM,skin,melanoma,2.543812,0.613317,
,UACC-257,SKCM,skin,melanoma,0.871794,0.446365,
,U251,GBM,nervous_system,glioma,0.237032,0.241064,
,U031,KIRC,kidney,kidney,2.175322,0.586727,
,U-87-MG,GBM,nervous_system,glioma,5.575163,0.706627,
,U-698-M,UNCLASSIFIED,blood,B_cell_leukemia,2.391909,0.597933,
,U-266,MM,blood,myeloma,0.369793,0.306072,
,U-2-OS,UNCLASSIFIED,bone,osteosarcoma,0.21068,0.249388,
,U-118-MG,GBM,nervous_system,glioma,3.337005,0.640602,
,TYK-nu,UNCLASSIFIED,urogenital_system,ovary,0.642549,0.396545,
,TUR,DLBC,blood,B_cell_lymphoma,0.318484,0.282984,
,TT2609-C02,THCA,thyroid,thyroid,0.535255,0.369973,
,TT,THCA,thyroid,thyroid,234.227324,0.955127,
,TOV-21G,OV,urogenital_system,ovary,4.29893,0.683392,
,TOV-112D,OV,urogenital_system,ovary,0.52543,0.367311,
,TMK-1,STAD,digestive_system,stomach,10.871731,0.793647,
,TK10,KIRC,kidney,kidney,126.788557,0.957375,
,TK,DLBC,blood,B_cell_lymphoma,0.29059,0.265034,
,THP-1,LAML,blood,acute_myeloid_leukaemia,0.257974,0.24665,
,TGW,NB,nervous_system,neuroblastoma,0.235525,0.229534,
,TGBC24TKB,UNCLASSIFIED,digestive_system,biliary_tract,1.048848,0.472165,
,TGBC1TKB,UNCLASSIFIED,digestive_system,biliary_tract,1.346271,0.511799,
,TGBC11TKB,STAD,digestive_system,stomach,1.065164,0.47368,
,TE-9,ESCA,aero_digestive_tract,oesophagus,306.684486,0.985349,
,TE-8,ESCA,aero_digestive_tract,oesophagus,325.457302,0.982486,
Idelalisib,TE-6,ESCA,aero_digestive_tract,oesophagus,411.324748,0.981757,CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5 
,SU-DHL-6,DLBC,blood,B_cell_lymphoma,0.036973,0.019013,
,NU-DUL-1,DLBC,blood,B_cell_lymphoma,0.085728,0.094434,
,HAL-01,ALL,blood,lymphoblastic_leukemia,0.212718,0.241129,
,RPMI-6666,UNCLASSIFIED,blood,Hodgkin_lymphoma,0.30616,0.303381,
,EB2,UNCLASSIFIED,blood,Burkitt_lymphoma,0.388115,0.307835,
,YT,ALL,blood,lymphoid_neoplasm_other,0.590916,0.375168,
,KU812,LCML,blood,chronic_myeloid_leukaemia,0.719443,0.410598,
,HH,UNCLASSIFIED,blood,T_cell_leukemia,1.217813,0.496383,
,Farage,DLBC,blood,B_cell_lymphoma,1.224976,0.496514,
,QIMR-WIL,LAML,blood,acute_myeloid_leukaemia,1.386275,0.51644,
,NCI-H1755,LUAD,lung,lung_NSCLC_adenocarcinoma,1.596607,0.537445,
,ES7,UNCLASSIFIED,bone,ewings_sarcoma,1.642317,0.542354,
,P30-OHK,ALL,blood,lymphoblastic_leukemia,2.176686,0.595547,
,SU-DHL-10,DLBC,blood,B_cell_lymphoma,2.235707,0.604601,
,NKM-1,LAML,blood,acute_myeloid_leukaemia,2.348138,0.593514,
,NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,2.406371,0.612187,
,Hs-746T,STAD,digestive_system,stomach,2.585193,0.599614,
,HC-1,UNCLASSIFIED,blood,hairy_cell_leukaemia,2.689056,0.622489,
,KE-37,ALL,blood,lymphoblastic_leukemia,2.827373,0.644245,
,KASUMI-1,LAML,blood,acute_myeloid_leukaemia,2.862776,0.62749,
,MOLM-13,LAML,blood,acute_myeloid_leukaemia,2.867989,0.62799,
,SW1463,COREAD,digestive_system,large_intestine,2.930859,0.60058,
,RPMI-8402,ALL,blood,lymphoblastic_T_cell_leukaemia,3.500773,0.675331,
,KARPAS-45,ALL,blood,lymphoblastic_leukemia,3.68597,0.68174,
,MLMA,UNCLASSIFIED,blood,hairy_cell_leukaemia,3.783323,0.672761,
,ARH-77,MM,blood,myeloma,3.844074,0.679277,
,GDM-1,LAML,blood,acute_myeloid_leukaemia,4.063576,0.67407,
,SIG-M5,LAML,blood,acute_myeloid_leukaemia,4.249449,0.716412,
,BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,4.500991,0.72627,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,4.540626,0.725107,
,MOLT-16,ALL,blood,lymphoblastic_T_cell_leukaemia,4.755687,0.726857,
,LC4-1,ALL,blood,lymphoblastic_leukemia,5.028771,0.700725,
,LOUCY,ALL,blood,lymphoblastic_T_cell_leukaemia,5.128493,0.740067,
,WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,5.145132,0.739226,
,CCRF-CEM,ALL,blood,lymphoblastic_leukemia,5.245459,0.725741,
,LNCaP-Clone-FGC,PRAD,urogenital_system,prostate,5.300592,0.708581,
,RS4-11,ALL,blood,leukemia,5.341776,0.724998,
,MV-4-11,UNCLASSIFIED,blood,leukemia,5.400925,0.736301,
,KARPAS-620,MM,blood,haematopoietic_neoplasm_other,5.45785,0.740798,
,MOLP-8,MM,blood,myeloma,5.518666,0.736812,
,PL-21,LAML,blood,acute_myeloid_leukaemia,5.738667,0.709622,
,ML-2,LAML,blood,acute_myeloid_leukaemia,6.543825,0.761097,
,OCI-AML3,LAML,blood,acute_myeloid_leukaemia,7.060235,0.77254,
,CESS,LAML,blood,acute_myeloid_leukaemia,7.127897,0.778843,
,SUP-B15,ALL,blood,lymphoblastic_leukemia,7.193309,0.764167,
,BPH-1,UNCLASSIFIED,urogenital_system,prostate,7.611557,0.754644,
,MONO-MAC-6,LAML,blood,acute_myeloid_leukaemia,7.878031,0.758688,
,SCC90,HNSC,aero_digestive_tract,head_and_neck,8.154151,0.739164,
,D-423MG,GBM,nervous_system,glioma,8.416981,0.796152,
Sunitinib,697,UNCLASSIFIED,blood,lymphoblastic_leukemia,8.649175,0.812759,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.006612,0.027833,
,MOLM-13,LAML,blood,acute_myeloid_leukaemia,0.008165,0.046534,
,MV-4-11,UNCLASSIFIED,blood,leukemia,0.011388,0.039318,
,NOS-1,UNCLASSIFIED,bone,osteosarcoma,0.043476,0.189228,
,MONO-MAC-6,LAML,blood,acute_myeloid_leukaemia,0.054458,0.19793,
,CGTH-W-1,THCA,thyroid,thyroid,0.071499,0.211143,
,ALL-PO,ALL,blood,lymphoblastic_leukemia,0.087121,0.245254,
,NKM-1,LAML,blood,acute_myeloid_leukaemia,0.127746,0.303297,
,OCI-AML5,LAML,blood,acute_myeloid_leukaemia,0.262065,0.393016,
,KM12,COREAD,digestive_system,large_intestine,0.436852,0.479632,
,GA-10,UNCLASSIFIED,blood,Burkitt_lymphoma,0.570497,0.521227,
,TE-15,ESCA,aero_digestive_tract,oesophagus,0.583831,0.523024,
,697,UNCLASSIFIED,blood,lymphoblastic_leukemia,0.641614,0.542963,
,MOLT-16,ALL,blood,lymphoblastic_T_cell_leukaemia,0.674697,0.552108,
,TE-12,ESCA,aero_digestive_tract,oesophagus,0.870057,0.575869,
,ES6,UNCLASSIFIED,bone,ewings_sarcoma,0.930135,0.589749,
,LC-2-ad,LUAD,lung,lung_NSCLC_adenocarcinoma,1.025973,0.612528,
,ALL-SIL,ALL,blood,T_cell_leukemia,1.117367,0.636134,
,ETK-1,UNCLASSIFIED,digestive_system,biliary_tract,1.20537,0.633989,
,GB-1,GBM,nervous_system,glioma,1.211213,0.631696,
,OCI-LY-19,DLBC,blood,B_cell_lymphoma,1.295477,0.656764,
,OCI-AML2,LAML,blood,acute_myeloid_leukaemia,1.32129,0.671159,
,A4-Fuk,DLBC,blood,B_cell_lymphoma,1.322874,0.651811,
,LB1047-RCC,KIRC,kidney,kidney,1.402397,0.652229,
,SIG-M5,LAML,blood,acute_myeloid_leukaemia,1.472315,0.691553,
,SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,1.608299,0.690821,
,A3-KAW,DLBC,blood,B_cell_lymphoma,1.674777,0.708121,
,PSN1,PAAD,pancreas,pancreas,1.72116,0.706419,
,CTV-1,LAML,blood,acute_myeloid_leukaemia,1.777953,0.715099,
,TE-11,ESCA,aero_digestive_tract,oesophagus,1.779046,0.701401,
,DOHH-2,DLBC,blood,B_cell_lymphoma,1.789367,0.708797,
,EW-16,UNCLASSIFIED,bone,ewings_sarcoma,1.793174,0.694856,
,KS-1,GBM,nervous_system,glioma,1.852209,0.677864,
,DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,1.901713,0.725634,
,RS4-11,ALL,blood,leukemia,1.960187,0.712674,
,KARPAS-45,ALL,blood,lymphoblastic_leukemia,2.056567,0.734273,
,BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,2.064008,0.749477,
,SU-DHL-1,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,2.097799,0.746146,
,NB1,NB,nervous_system,neuroblastoma,2.104993,0.713063,
,NB4,LAML,blood,acute_myeloid_leukaemia,2.150529,0.746608,
,HSC-39,STAD,digestive_system,stomach,2.211495,0.746825,
,NAMALWA,UNCLASSIFIED,blood,Burkitt_lymphoma,2.215662,0.747993,
,H9,UNCLASSIFIED,blood,lymphoid_neoplasm_other,2.223831,0.734572,
,KARPAS-299,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,2.226779,0.740511,
,TE-10,ESCA,aero_digestive_tract,oesophagus,2.289262,0.726955,
,SK-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,2.293743,0.724959,
,RL95-2,UNCLASSIFIED,urogenital_system,endometrium,2.303966,0.731847,
,RPMI-8402,ALL,blood,lymphoblastic_T_cell_leukaemia,2.333756,0.756607,
,KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,2.341674,0.765699,
FTY-720,SU-DHL-6,DLBC,blood,B_cell_lymphoma,2.384601,0.773588,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N.Cl
,SUP-HD1,UNCLASSIFIED,blood,Hodgkin_lymphoma,1.094954,0.478154,
,SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,1.344054,0.512132,
,KU812,LCML,blood,chronic_myeloid_leukaemia,1.387075,0.516929,
,VMRC-RCZ,KIRC,kidney,kidney,1.572745,0.533777,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,1.639397,0.548092,
,Hey,OV,urogenital_system,ovary,1.827316,0.562326,
,GA-10,UNCLASSIFIED,blood,Burkitt_lymphoma,1.939164,0.570441,
,CML-T1,LCML,blood,chronic_myeloid_leukaemia,1.961364,0.574082,
,LC4-1,ALL,blood,lymphoblastic_leukemia,1.993179,0.569572,
,HCC1599,BRCA,breast,breast,2.024271,0.575877,
,HAL-01,ALL,blood,lymphoblastic_leukemia,2.0388,0.575758,
,NU-DUL-1,DLBC,blood,B_cell_lymphoma,2.043684,0.58533,
,RPMI-8866,LCML,blood,chronic_myeloid_leukaemia,2.077608,0.582598,
,JSC-1,DLBC,blood,B_cell_lymphoma,2.101617,0.582342,
,CESS,LAML,blood,acute_myeloid_leukaemia,2.15553,0.591735,
,SU-DHL-8,DLBC,blood,B_cell_lymphoma,2.15962,0.590429,
,NB1,NB,nervous_system,neuroblastoma,2.175491,0.58502,
,DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,2.218292,0.599011,
,HCC1395,BRCA,breast,breast,2.276298,0.585087,
,COLO-824,BRCA,breast,breast,2.372039,0.598338,
,NB69,NB,nervous_system,neuroblastoma,2.380839,0.606808,
,SU-DHL-16,DLBC,blood,B_cell_lymphoma,2.506063,0.624443,
,MOLP-8,MM,blood,myeloma,2.541246,0.616798,
,Hs-633T,UNCLASSIFIED,soft_tissue,fibrosarcoma,2.543852,0.620747,
,BC-1,DLBC,blood,B_cell_lymphoma,2.570697,0.622709,
,SU-DHL-10,DLBC,blood,B_cell_lymphoma,2.601816,0.631821,
,EW-13,UNCLASSIFIED,bone,ewings_sarcoma,2.604516,0.608036,
,QIMR-WIL,LAML,blood,acute_myeloid_leukaemia,2.609996,0.615806,
,SU-DHL-6,DLBC,blood,B_cell_lymphoma,2.666614,0.634986,
,RL95-2,UNCLASSIFIED,urogenital_system,endometrium,2.711518,0.621605,
,ALL-SIL,ALL,blood,T_cell_leukemia,2.839686,0.638857,
,H9,UNCLASSIFIED,blood,lymphoid_neoplasm_other,2.921711,0.637373,
,HCC-78,LUAD,lung,lung_NSCLC_adenocarcinoma,2.951313,0.625537,
,MEG-01,LCML,blood,chronic_myeloid_leukaemia,2.986332,0.634419,
,HGC-27,STAD,digestive_system,stomach,3.010965,0.650065,
,MY-M12,ALL,blood,leukemia,3.016254,0.634705,
,TK10,KIRC,kidney,kidney,3.131403,0.632907,
,GOTO,NB,nervous_system,neuroblastoma,3.171368,0.635213,
,DND-41,ALL,blood,T_cell_leukemia,3.179968,0.655775,
,KYSE-410,ESCA,aero_digestive_tract,oesophagus,3.196738,0.641545,
,NB(TU)1-10,NB,nervous_system,neuroblastoma,3.204846,0.652609,
,SU-DHL-4,DLBC,blood,B_cell_lymphoma,3.271821,0.673041,
,NOS-1,UNCLASSIFIED,bone,osteosarcoma,3.306791,0.636183,
,NUGC-3,STAD,digestive_system,stomach,3.315323,0.644291,
,COLO-680N,ESCA,aero_digestive_tract,oesophagus,3.324696,0.642691,
,Jurkat,ALL,blood,T_cell_leukemia,3.327357,0.668552,
,D-336MG,LGG,nervous_system,glioma,3.383452,0.64577,
,MLMA,UNCLASSIFIED,blood,hairy_cell_leukaemia,3.392541,0.656449,
,P30-OHK,ALL,blood,lymphoblastic_leukemia,3.392858,0.670314,
Cetuximab,WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,3.392871,0.671469,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O.C1=C(C(=O)NC(=O)N1)F 
,NUGC-4,STAD,digestive_system,stomach,0.226776,0.114576,
,DiFi,COREAD,digestive_system,large_intestine,1.256788,0.320221,
,NCI-H3118,UNCLASSIFIED,aero_digestive_tract,head_and_neck,1.567241,0.355637,
,JHU-029,HNSC,aero_digestive_tract,head_and_neck,3.537577,0.478133,
,NCI-H292,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,3.839679,0.489967,
,OE21,ESCA,aero_digestive_tract,oesophagus,4.818871,0.522576,
,RMG-I,UNCLASSIFIED,urogenital_system,ovary,4.870697,0.524221,
,NCI-H647,UNCLASSIFIED,lung,lung_NSCLC_not_specified,6.751173,0.577349,
,H3255,LUAD,lung,lung_NSCLC_adenocarcinoma,6.900838,0.575747,
,JHH-1,LIHC,digestive_system,liver,9.83956,0.633577,
,NB12,NB,nervous_system,neuroblastoma,10.777951,0.640857,
,NCI-H1568,LUAD,lung,lung_NSCLC_adenocarcinoma,14.009336,0.671402,
,HSC-4,HNSC,aero_digestive_tract,head_and_neck,14.099949,0.669554,
,EMC-BAC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,14.583009,0.680203,
,OVMIU,OV,urogenital_system,ovary,15.315166,0.683704,
,HCC2998,COREAD,digestive_system,large_intestine,18.090664,0.725764,
,KYSE-450,ESCA,aero_digestive_tract,oesophagus,19.53711,0.738358,
,NCI-H1666,LUAD,lung,lung_NSCLC_adenocarcinoma,19.590711,0.721105,
,LB2241-RCC,KIRC,kidney,kidney,20.653748,0.732975,
,OVTOKO,OV,urogenital_system,ovary,22.029624,0.725569,
,TK10,KIRC,kidney,kidney,23.4283,0.741307,
,SCC-9,HNSC,aero_digestive_tract,head_and_neck,25.891046,0.739836,
,MDA-MB-468,BRCA,breast,breast,26.808476,0.791211,
,HT-115,COREAD,digestive_system,large_intestine,27.719993,0.785982,
,SAT,HNSC,aero_digestive_tract,head_and_neck,29.02811,0.745313,
,SCC-15,HNSC,aero_digestive_tract,head_and_neck,31.088282,0.768427,
,OVCA420,OV,urogenital_system,ovary,31.20205,0.771232,
,SK-MES-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,33.314922,0.793636,
,CAL-12T,UNCLASSIFIED,lung,lung_NSCLC_not_specified,36.037853,0.801026,
,SAS,HNSC,aero_digestive_tract,head_and_neck,37.182641,0.809015,
,HSC-3,HNSC,aero_digestive_tract,head_and_neck,39.509778,0.847492,
,FU-OV-1,OV,urogenital_system,ovary,43.382605,0.802269,
,HSC-2,HNSC,aero_digestive_tract,head_and_neck,44.752307,0.852067,
,NUGC-3,STAD,digestive_system,stomach,46.946311,0.825861,
,SCC90,HNSC,aero_digestive_tract,head_and_neck,53.724872,0.810178,
,SW1116,COREAD,digestive_system,large_intestine,55.524463,0.798733,
,SW48,COREAD,digestive_system,large_intestine,55.540329,0.85101,
,OVCA433,OV,urogenital_system,ovary,57.51743,0.855198,
,KYSE-220,ESCA,aero_digestive_tract,oesophagus,57.587074,0.853726,
,RCC-JF,KIRC,kidney,kidney,59.573846,0.854252,
,CAKI-1,KIRC,kidney,kidney,60.415811,0.817468,
,COLO-783,SKCM,skin,melanoma,62.973438,0.869949,
,NCI-H1944,LUAD,lung,lung_NSCLC_adenocarcinoma,65.078124,0.866823,
,SW156,KIRC,kidney,kidney,65.387496,0.85415,
,BPH-1,UNCLASSIFIED,urogenital_system,prostate,68.39461,0.860632,
,PC-3_[JPC-3],LUAD,lung,lung_NSCLC_adenocarcinoma,68.712297,0.843965,
,BHY,HNSC,aero_digestive_tract,head_and_neck,69.595269,0.885741,
,NCI-H1975,LUAD,lung,lung_NSCLC_adenocarcinoma,69.927878,0.856675,
,SU8686,PAAD,pancreas,pancreas,70.396948,0.863925,
Teniposide,BT-20,BRCA,breast,breast,76.025354,0.866076,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
,DOHH-2,DLBC,blood,B_cell_lymphoma,0.009528,0.168718,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,0.009937,0.179962,
,SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.011592,0.212085,
,MOLT-16,ALL,blood,lymphoblastic_T_cell_leukaemia,0.011718,0.203533,
,SK-MM-2,MM,blood,myeloma,0.015312,0.283083,
,MOLM-13,LAML,blood,acute_myeloid_leukaemia,0.016085,0.253236,
,WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.01733,0.274225,
,CML-T1,LCML,blood,chronic_myeloid_leukaemia,0.018118,0.272476,
,JVM-3,CLL,blood,lymphoid_neoplasm_other,0.026247,0.332574,
,IM-9,MM,blood,myeloma,0.027302,0.327883,
,EB2,UNCLASSIFIED,blood,Burkitt_lymphoma,0.027368,0.347245,
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.029657,0.335329,
,P12-ICHIKAWA,ALL,blood,lymphoblastic_T_cell_leukaemia,0.029701,0.339592,
,JVM-2,CLL,blood,lymphoid_neoplasm_other,0.029953,0.358941,
,SUP-M2,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,0.03042,0.336524,
,A3-KAW,DLBC,blood,B_cell_lymphoma,0.0308,0.342259,
,SUP-B15,ALL,blood,lymphoblastic_leukemia,0.032696,0.350199,
,KE-37,ALL,blood,lymphoblastic_leukemia,0.033764,0.353844,
,RS4-11,ALL,blood,leukemia,0.034784,0.359961,
,SCC-3,DLBC,blood,B_cell_lymphoma,0.035137,0.36068,
,DU-4475,BRCA,breast,breast,0.036398,0.365542,
,RH-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,0.040073,0.379396,
,WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.041869,0.38969,
,DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.042349,0.386539,
,KOPN-8,UNCLASSIFIED,blood,B_cell_leukemia,0.046654,0.404318,
,CESS,LAML,blood,acute_myeloid_leukaemia,0.0479,0.407747,
,CCRF-CEM,ALL,blood,lymphoblastic_leukemia,0.048247,0.403651,
,ATN-1,ALL,blood,lymphoblastic_T_cell_leukaemia,0.050335,0.411325,
,NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,0.050564,0.41879,
,SK-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,0.052249,0.419763,
,NEC8,UNCLASSIFIED,urogenital_system,testis,0.055128,0.42304,
,697,UNCLASSIFIED,blood,lymphoblastic_leukemia,0.056188,0.426045,
,ES8,UNCLASSIFIED,bone,ewings_sarcoma,0.05794,0.432145,
,HC-1,UNCLASSIFIED,blood,hairy_cell_leukaemia,0.058008,0.433885,
,NAMALWA,UNCLASSIFIED,blood,Burkitt_lymphoma,0.058112,0.431904,
,Daudi,UNCLASSIFIED,blood,Burkitt_lymphoma,0.058838,0.433777,
,BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,0.0599,0.433483,
,CTV-1,LAML,blood,acute_myeloid_leukaemia,0.062317,0.44023,
,A2780,UNCLASSIFIED,urogenital_system,ovary,0.063233,0.450848,
,BC-1,DLBC,blood,B_cell_lymphoma,0.06382,0.444725,
,ML-2,LAML,blood,acute_myeloid_leukaemia,0.064192,0.445853,
,SKM-1,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.066049,0.449434,
,A4-Fuk,DLBC,blood,B_cell_lymphoma,0.069676,0.458118,
,L-428,UNCLASSIFIED,blood,Hodgkin_lymphoma,0.070236,0.4586,
,IMR-5,NB,nervous_system,neuroblastoma,0.070605,0.458491,
,SK-PN-DW,UNCLASSIFIED,bone,ewings_sarcoma,0.070938,0.461534,
,SU-DHL-8,DLBC,blood,B_cell_lymphoma,0.073369,0.463083,
,OCI-AML2,LAML,blood,acute_myeloid_leukaemia,0.074145,0.464951,
,H9,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.074227,0.465089,
actinomycin d,CHP-134,NB,nervous_system,neuroblastoma,0.074595,0.468098,C[C@@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C
,SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.001308,0.69873,
,MOLM-13,LAML,blood,acute_myeloid_leukaemia,0.001862,0.746508,
,NEC8,UNCLASSIFIED,urogenital_system,testis,0.002992,0.805707,
,AMO-1,MM,blood,haematopoietic_neoplasm_other,0.003037,0.797928,
,DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.004235,0.842807,
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.004323,0.851605,
,IMR-5,NB,nervous_system,neuroblastoma,0.004655,0.849738,
,PA-1,UNCLASSIFIED,urogenital_system,ovary,0.004658,0.815082,
,DOHH-2,DLBC,blood,B_cell_lymphoma,0.004875,0.890675,
,SUP-B15,ALL,blood,lymphoblastic_leukemia,0.005065,0.863498,
,697,UNCLASSIFIED,blood,lymphoblastic_leukemia,0.005176,0.864381,
,HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,0.00545,0.846369,
,JVM-2,CLL,blood,lymphoid_neoplasm_other,0.005909,0.825449,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,0.005986,0.90288,
,MOLT-16,ALL,blood,lymphoblastic_T_cell_leukaemia,0.006081,0.901068,
,A2780,UNCLASSIFIED,urogenital_system,ovary,0.006473,0.825609,
,AGS,STAD,digestive_system,stomach,0.006544,0.843177,
,NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,0.006751,0.87108,
,RPMI-8866,LCML,blood,chronic_myeloid_leukaemia,0.007033,0.877854,
,WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.007034,0.871662,
,LOXIMVI,SKCM,skin,melanoma,0.007286,0.84996,
,RS4-11,ALL,blood,leukemia,0.007716,0.897759,
,SUP-M2,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,0.007914,0.925411,
,CTV-1,LAML,blood,acute_myeloid_leukaemia,0.008024,0.909767,
,H4,LGG,nervous_system,glioma,0.008029,0.870047,
,BC-1,DLBC,blood,B_cell_lymphoma,0.008134,0.897362,
,LNCaP-Clone-FGC,PRAD,urogenital_system,prostate,0.008161,0.841625,
,DU-4475,BRCA,breast,breast,0.008507,0.908721,
,A3-KAW,DLBC,blood,B_cell_lymphoma,0.008997,0.914158,
,ML-2,LAML,blood,acute_myeloid_leukaemia,0.009108,0.902967,
,RC-K8,DLBC,blood,B_cell_lymphoma,0.009571,0.866563,
,IM-9,MM,blood,myeloma,0.009582,0.911944,
,BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,0.009769,0.951817,
,C-33-A,CESC,urogenital_system,cervix,0.009837,0.869221,
,CCRF-CEM,ALL,blood,lymphoblastic_leukemia,0.009885,0.929327,
,P32-ISH,UNCLASSIFIED,blood,Burkitt_lymphoma,0.010041,0.944452,
,SNU-175,COREAD,digestive_system,large_intestine,0.010222,0.875313,
,KYM-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,0.010564,0.892556,
,CML-T1,LCML,blood,chronic_myeloid_leukaemia,0.010813,0.923545,
,BICR22,HNSC,aero_digestive_tract,head_and_neck,0.010829,0.886601,
,LU-65,UNCLASSIFIED,lung,lung_NSCLC_large_cell,0.010938,0.838092,
,D-283MED,MB,nervous_system,medulloblastoma,0.011041,0.90373,
