Name,ICD-11,MeSH,KEGG,link,MyID,ICD-11_Category
Celiac disease, DA95, D002446,H02123,https://www.genome.jp/entry/ds_ja:H02123,591,D
"Gastrointestinal ulceration, recurrent, with dysfunctional platelets", DA60.Y, D010438,H02504,https://www.genome.jp/entry/ds_ja:H02504,592,D
Progressive familial intrahepatic cholestasis, 5C58.03 5C52.11, D002780,H00624,https://www.genome.jp/entry/ds_ja:H00624,593,5
Benign recurrent intrahepatic cholestasis, 5C58.04, D002780,H02192,https://www.genome.jp/entry/ds_ja:H02192,593,5
Intrahepatic cholestasis of pregnancy;Obstetric cholestasis, JA65.0, D002780,H02193,https://www.genome.jp/entry/ds_ja:H02193,593,J
Gallbladder disease, DC11 DC12, D005705,H01213,https://www.genome.jp/entry/ds_ja:H01213,594,D
Hepatic venoocclusive disease with immunodeficiency, 4A01.33, C537257,H01264,https://www.genome.jp/entry/ds_ja:H01264,595,4
Alcoholic liver disease, DB94, D008108,H02516,https://www.genome.jp/entry/ds_ja:H02516,596,D
Primary biliary cirrhosis, DB96.1, D008105,H01467,https://www.genome.jp/entry/ds_ja:H01467,597,D
Hepatic encephalopathy;Hepatic coma, DB99.5, D006501,H01506,https://www.genome.jp/entry/ds_ja:H01506,387,D
Intrahepatic lithiasis;Intrahepatic calculosis;Hepatolithiasis, DC11.7, D020347,H01679,https://www.genome.jp/entry/ds_ja:H01679,598,D
Primary sclerosing cholangitis, DB96.2, D015209,H01684,https://www.genome.jp/entry/ds_ja:H01684,599,D
Autoimmune hepatitis, DB96.0, D019693,H01685,https://www.genome.jp/entry/ds_ja:H01685,123,D
Idiopathic portal hypertension;Non-cirrhotic portal fibrosis;Banti syndrome, DB98.70, C537903,H01686,https://www.genome.jp/entry/ds_ja:H01686,600,D
Fulminant hepatic failure;Fulminant hepatitis, DB91.1, D017114,H01712,https://www.genome.jp/entry/ds_ja:H01712,601,D
"Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis", 5C53.2Y, C567195,H00920,https://www.genome.jp/entry/ds_ja:H00920,457,5
Tropical calcific pancreatitis, DC32.5, C564276,H00932,https://www.genome.jp/entry/ds_ja:H00932,602,D
Hereditary pancreatitis;Hereditary chronic pancreatitis, DC32.2, D010195,H00933,https://www.genome.jp/entry/ds_ja:H00933,603,D
Chronic pancreatitis, DC32, D050500,H01680,https://www.genome.jp/entry/ds_ja:H01680,604,D
Acute pancreatitis, DC31, D019283,H01681,https://www.genome.jp/entry/ds_ja:H01681,605,D
Renal tubular acidosis, GB90.44, D000141,H02310,https://www.genome.jp/entry/ds_ja:H02310,606,G
Distal renal tubular acidosis (RTA type 1), GB90.44, D000141,H00428,https://www.genome.jp/entry/ds_ja:H00428,606,G
Proximal renal tubular acidosis (RTA type 2), GB90.44, D000141,H00429,https://www.genome.jp/entry/ds_ja:H00429,606,G
Combined proximal and distal renal tubular acidosis (RTA type 3), GB90.44, D000141,H00241,https://www.genome.jp/entry/ds_ja:H00241,606,G
Hyperkalemic distal renal tubular acidosis (RTA type 4), GB90.44, D011546,H00243,https://www.genome.jp/entry/ds_ja:H00243,607,G
Congenital nephrogenic diabetes insipidus, GB90.4A, D018500,H00252,https://www.genome.jp/entry/ds_ja:H00252,608,G
Autosomal dominant tubulointerstitial kidney disease, GB82, C537696,H00541,https://www.genome.jp/entry/ds_ja:H00541,609,G
Pierson syndrome, GB41, C537185,H00576,https://www.genome.jp/entry/ds_ja:H00576,610,G
Benign familial hematuria;Thin basement membrane nephropathy, GB4Y, C562476,H00582,https://www.genome.jp/entry/ds_ja:H00582,611,G
Nephrotic syndrome, GB41, D009404,H01657,https://www.genome.jp/entry/ds_ja:H01657,612,G
Focal segmental glomerulosclerosis, MF8Y, D005923,H00626,https://www.genome.jp/entry/ds_ja:H00626,613,M
Renal hypouricemia, GB90.4Y, C537757,H00948,https://www.genome.jp/entry/ds_ja:H00948,614,G
Vesicoureteral reflux, GB56.5, D014718,H01037,https://www.genome.jp/entry/ds_ja:H01037,615,G
Glomerulopathy with fibronectin deposits, MF81, C536826,H01260,https://www.genome.jp/entry/ds_ja:H01260,616,M
Lupus nephritis, 4A40.0Y, D008181,H01500,https://www.genome.jp/entry/ds_ja:H01500,113,4
IgA nephropathy;Berger disease, MF8Y, D005922,H01581,https://www.genome.jp/entry/ds_ja:H01581,117,M
Diabetic nephropathy, GB61.Z, D003928,H01456,https://www.genome.jp/entry/ds_ja:H01456,617,G
Renal anemia, 3A71.2, D007676,H01642,https://www.genome.jp/entry/ds_ja:H01642,618,3
Rapidly progressive glomerulonephritis, GB40, C538458,H01688,https://www.genome.jp/entry/ds_ja:H01688,619,G
Renal angiomyolipoma, 2F35, D018207,H01691,https://www.genome.jp/entry/ds_ja:H01691,620,2
Membranoproliferative glomerulonephritis, MF8Y, D015432,H01726,https://www.genome.jp/entry/ds_ja:H01726,126,M
Calcium oxalate nephrolithiasis;Calcium oxalate urolithiasis, GB70, C563477,H02145,https://www.genome.jp/entry/ds_ja:H02145,621,G
X-linked hypercalciuric nephrolithiasis, GB90.4Y, D057973,H02149,https://www.genome.jp/entry/ds_ja:H02149,622,G
Dent disease, GB90.4Y, D057973,H00694,https://www.genome.jp/entry/ds_ja:H00694,622,G
X-linked recessive hypophosphatemic rickets, 5C63.22, D053098,H02142,https://www.genome.jp/entry/ds_ja:H02142,623,5
X-linked recessive nephrolithiasis with renal failure, GB90.4Y, C562901,H02147,https://www.genome.jp/entry/ds_ja:H02147,624,G
Low molecular weight proteinuria with hypercalciuria and nephrocalcinosis, GB90.4Y, C545036,H02148,https://www.genome.jp/entry/ds_ja:H02148,625,G
Urofacial syndrome, LD2F.1Y, C536480,H00753,https://www.genome.jp/entry/ds_ja:H00753,626,L
Interstitial cystitis;Bladder pain syndrome, GC00.3, D018856,H01551,https://www.genome.jp/entry/ds_ja:H01551,627,G
"46,XY gonadal dysgenesis", LD2A.1, D006061,H00607,https://www.genome.jp/entry/ds_ja:H00607,628,L
"46,XY disorder of sex development due to testosterone secretion defect", LD2A.3, D058490,H00608,https://www.genome.jp/entry/ds_ja:H00608,629,L
Persistent Mullerian duct syndrome, LD2A.Y, C536665,H00609,https://www.genome.jp/entry/ds_ja:H00609,630,L
"46,XX testicular disorder of sex development", LD2A.Y, D058531,H00598,https://www.genome.jp/entry/ds_ja:H00598,631,L
"Ovarian dysgenesis;46,XX gonadal dysgenesis", LB45.1, D023961,H00599,https://www.genome.jp/entry/ds_ja:H00599,632,L
Mullerian agenesis;Mayer Rokitansky Kuster Hauser syndrome, LB44.Y, C537371,H00600,https://www.genome.jp/entry/ds_ja:H00600,633,L
Premature ovarian failure, GA30.6, D016649,H00627,https://www.genome.jp/entry/ds_ja:H00627,634,G
Ovarian hyperstimulation syndrome, GA32.0, D016471,H01039,https://www.genome.jp/entry/ds_ja:H01039,635,G
Galactorrhea, JB46.6, D005687,H01607,https://www.genome.jp/entry/ds_ja:H01607,636,J
Endometriosis, GA10, D004715,H01639,https://www.genome.jp/entry/ds_ja:H01639,637,G
Uterine leiomyoma;Fibroid, 2E86.0, D007889,H01640,https://www.genome.jp/entry/ds_ja:H01640,638,2
Polycystic ovary syndrome, 5A80.1, D011085,H01739,https://www.genome.jp/entry/ds_ja:H01739,639,5
Oocyte maturation defect, GA31.0Y, D007247,H01897,https://www.genome.jp/entry/ds_ja:H01897,640,G
Recurrent hydatidiform moles;Familial biparental hydatidiform, JA02, D006828,H00289,https://www.genome.jp/entry/ds_ja:H00289,641,J
Azoospermia, GB04.0, D053713 C536875,H00890,https://www.genome.jp/entry/ds_ja:H00890,642,G
Spermatogenic failure, GB04.Y, C567832 C564030,H01282,https://www.genome.jp/entry/ds_ja:H01282,643,G
SERKAL syndrome, LD2A.Y, C567517,H02317,https://www.genome.jp/entry/ds_ja:H02317,644,L
Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal, ED55 LD2A.Y, C567165,H02318,https://www.genome.jp/entry/ds_ja:H02318,645,E L
Fibrodysplasia ossificans progressiva, FB31.1, D009221,H00430,https://www.genome.jp/entry/ds_ja:H00430,646,F
Ossification of the posterior longitudinal ligament of spine, FA83, D017887,H00431,https://www.genome.jp/entry/ds_ja:H00431,647,F
Paget disease of bone, FB85, D010001,H00437,https://www.genome.jp/entry/ds_ja:H00437,648,F
Progressive osseous heteroplasia, FB31.0, C562735,H00441,https://www.genome.jp/entry/ds_ja:H00441,649,F
"Familial osteochondritis dissecans;Osteochondritis dissecans, short stature, and early-onset osteoarthritis", FB82.1, D010008,H00448,https://www.genome.jp/entry/ds_ja:H00448,650,F
Primary hypertrophic osteoarthropathy, FB86.10, D010004,H00457,https://www.genome.jp/entry/ds_ja:H00457,651,F
"Torg syndrome;Torg-Winchester syndrome;Multicentric osteolysis, nodulosis, and arthropathy", FB86.2, C536051,H00472,https://www.genome.jp/entry/ds_ja:H00472,652,F
Gnathodiaphyseal dysplasia, LD24.2Y, C536039,H00498,https://www.genome.jp/entry/ds_ja:H00498,653,L
Infantile cortical hyperostosis;Caffey disease, LD24.1Y, D006958,H00613,https://www.genome.jp/entry/ds_ja:H00613,654,L
Hajdu-Cheney syndrome, FB86.2, D031845,H00623,https://www.genome.jp/entry/ds_ja:H00623,655,F
Giant cell tumor of bone, 2B51, D018212,H01470,https://www.genome.jp/entry/ds_ja:H01470,656,2
Legg-Calve-Perthes Disease, FB82.1, D007873,H01526,https://www.genome.jp/entry/ds_ja:H01526,657,F
Avascular necrosis of femoral head;Osteonecrosis of the femoral head, FB82.1, D005271,H01529,https://www.genome.jp/entry/ds_ja:H01529,658,F
Osteoporosis, FB83.1, D010024,H01593,https://www.genome.jp/entry/ds_ja:H01593,659,F
Ankylosing spondylitis;Bechterew disease, FA92, D013167,H01674,https://www.genome.jp/entry/ds_ja:H01674,122,F
Ossified ligamentum flavum;Ossification of the yellow ligament, FA83, D017887,H01707,https://www.genome.jp/entry/ds_ja:H01707,647,F
Diffuse idiopathic skeletal hyperostosis;Forestier disease;Ankylosing hyperostosis;Ossification of the anterior longitudinal ligament, FA72.0, D004057,H01708,https://www.genome.jp/entry/ds_ja:H01708,660,F
Glucocorticoid-induced osteonecrosis, FB81.2, D005271,H01709,https://www.genome.jp/entry/ds_ja:H01709,658,F
Spinal stenosis, FA82, D013130,H01711,https://www.genome.jp/entry/ds_ja:H01711,661,F
Intervertebral disc disease, FA80, D055959,H02539,https://www.genome.jp/entry/ds_ja:H02539,662,F
Relapsing polychondritis, FB82.3, D011081,H01758,https://www.genome.jp/entry/ds_ja:H01758,663,F
Hyperostosis corticalis generalisata;Van Buchem disease, FB80.3, D010009 C536527,H01774,https://www.genome.jp/entry/ds_ja:H01774,664,F
Multicentric carpotarsal osteolysis syndrome, FB86.2, C567171,H01865,https://www.genome.jp/entry/ds_ja:H01865,665,F
Familial expansile osteolysis, FB86.2, C536335,H02042,https://www.genome.jp/entry/ds_ja:H02042,666,F
Calvarial doughnut lesions with bone fragility, LD24.KY, C565089,H02395,https://www.genome.jp/entry/ds_ja:H02395,667,L
Congenital muscular dystrophies (CMD/MDC), 8C70.6, D009136,H00590,https://www.genome.jp/entry/ds_ja:H00590,668,8
Collagen VI myopathy, 8C70.6, C537521 C535436 C564968,H01341,https://www.genome.jp/entry/ds_ja:H01341,669,8
Ullrich disease;Ullrich congenital muscular dystrophy, 8C70.6, C537521,H01778,https://www.genome.jp/entry/ds_ja:H01778,670,8
Bethlem myopathy, 8C70.6, C535436,H01340,https://www.genome.jp/entry/ds_ja:H01340,671,8
Myosclerosis, 8C72.0Y, C564968,H01338,https://www.genome.jp/entry/ds_ja:H01338,672,8
Merosin-deficient congenital muscular dystrophy, 8C70.6, C537384,H01958,https://www.genome.jp/entry/ds_ja:H01958,673,8
Multi-minicore disease;Multicore myopathy with external ophthalmoplegia;Rigid spine syndrome (RSS), 8C72.0Y, C564969,H01310,https://www.genome.jp/entry/ds_ja:H01310,674,8
Dystrophinopathies, 8C70, D020388,H00562,https://www.genome.jp/entry/ds_ja:H00562,675,8
Duchenne muscular dystrophy, 8C70.1, D020388,H01963,https://www.genome.jp/entry/ds_ja:H01963,675,8
Becker muscular dystrophy, 8C70.0, D020388,H01964,https://www.genome.jp/entry/ds_ja:H01964,675,8
Sarcoglycanopathies, 8C70.4, D058088,H00565,https://www.genome.jp/entry/ds_ja:H00565,676,8
Miyoshi myopathy, 8C75, C537480 C567646 C567645,H01965,https://www.genome.jp/entry/ds_ja:H01965,677,8
Myotonic dystrophy, 8C71.0, D009223,H00568,https://www.genome.jp/entry/ds_ja:H00568,678,8
Emery-Dreifuss muscular dystrophy, 8C70.2, C535734,H00563,https://www.genome.jp/entry/ds_ja:H00563,679,8
Facioscapulohumeral muscular dystrophy, 8C70.3, D020391,H00591,https://www.genome.jp/entry/ds_ja:H00591,680,8
Oculopharyngeal muscular dystrophy, 9C82.1, D039141,H00704,https://www.genome.jp/entry/ds_ja:H00704,681,9
Calpainopathy;Limb-girdle muscular dystrophy 2A, 8C70.41, C535895,H00592,https://www.genome.jp/entry/ds_ja:H00592,682,8
Limb-girdle muscular dystrophy, 8C70.4, D049288,H00593,https://www.genome.jp/entry/ds_ja:H00593,683,8
"Limb-girdle muscular dystrophy 1C;Limb-girdle muscular dystrophy, caveolin myopathy", 8C70.40, D049288,H00567,https://www.genome.jp/entry/ds_ja:H00567,683,8
Limb-girdle muscular dystrophy 2B, 8C70.41, C535899,H01974,https://www.genome.jp/entry/ds_ja:H01974,684,8
Distal myopathy, 8C75, D049310,H00594,https://www.genome.jp/entry/ds_ja:H00594,685,8
Welander distal myopathy, 8C75, C536690,H01975,https://www.genome.jp/entry/ds_ja:H01975,686,8
Tibial muscular dystrophy, 8C75, D049310,H01976,https://www.genome.jp/entry/ds_ja:H01976,685,8
"Laing distal myopathy;Myopathy, distal 1 (MPD1)", 8C75, D049310,H01977,https://www.genome.jp/entry/ds_ja:H01977,685,8
Myofibrillar myopathies, 8C76, C580316 C563319 C563848 C563775 C563718 C537932 C567843,H00595,https://www.genome.jp/entry/ds_ja:H00595,687,8
Nonaka distal myopathy (NM);Distal myopathy with rimmed vacuoles (DMRV);Hereditary inclusion body myopathy (hIBM), 8C75, C536816,H00596,https://www.genome.jp/entry/ds_ja:H00596,688,8
Scapuloperoneal myopathy, 8C70.5, C536624,H00656,https://www.genome.jp/entry/ds_ja:H00656,689,8
Reducing body myopathy, 8C72.Y, C567468 C567469,H00657,https://www.genome.jp/entry/ds_ja:H00657,690,8
X-linked myopathy with postural muscle atrophy, 8C70.Y, C567480,H00697,https://www.genome.jp/entry/ds_ja:H00697,691,8
Congenital myopathy, 8C72, D020914,H01810,https://www.genome.jp/entry/ds_ja:H01810,692,8
Nemaline myopathy, 8C72.00, D017696,H00698,https://www.genome.jp/entry/ds_ja:H00698,693,8
Central core disease, 8C72.02, D020512,H00699,https://www.genome.jp/entry/ds_ja:H00699,694,8
Centronuclear myopathy, 8C72.01, C538647 C562934 C563544,H00700,https://www.genome.jp/entry/ds_ja:H00700,695,8
Congenital fiber type disproportion, 8C72.1, C567594,H00701,https://www.genome.jp/entry/ds_ja:H00701,696,8
Cap myopathy, 8C72.00, C579969,H00702,https://www.genome.jp/entry/ds_ja:H00702,697,8
Myosin storage myopathy;Hyaline body myopathy, 8C72.0Y, C564253,H00703,https://www.genome.jp/entry/ds_ja:H00703,698,8
Non-dystrophic myotonia, 8C71.Y, D020967 D009224,H01780,https://www.genome.jp/entry/ds_ja:H01780,699,8
Myotonia congenita, 8C71.2, D009224,H00705,https://www.genome.jp/entry/ds_ja:H00705,700,8
Paramyotonia congenita, 8C74.0, D020967,H00743,https://www.genome.jp/entry/ds_ja:H00743,701,8
Potassium-aggravated myotonia;Sodium channel myotonia, 8C71.2, C538353,H00744,https://www.genome.jp/entry/ds_ja:H00744,702,8
Periodic paralysis, 8C74.1, D020513 D020514 D050030,H00215,https://www.genome.jp/entry/ds_ja:H00215,703,8
Hyperkalemic periodic paralysis (HyperPP), 8C74.11, D020513,H00745,https://www.genome.jp/entry/ds_ja:H00745,704,8
Hypokalemic periodic paralysis (HypoPP), 8C74.10, D020514,H00746,https://www.genome.jp/entry/ds_ja:H00746,705,8
Brody myopathy, 8C7Y, C536607,H01129,https://www.genome.jp/entry/ds_ja:H01129,706,8
Inclusion body myopathy 3, 4A41.2, C538330,H01229,https://www.genome.jp/entry/ds_ja:H01229,707,4
Spheroid body myopathy, 8C72.0Y, C535466,H01291,https://www.genome.jp/entry/ds_ja:H01291,708,8
Inclusion body myositis, 4A41.20, D018979,H01505,https://www.genome.jp/entry/ds_ja:H01505,709,4
Schwartz-Jampel syndrome, 8C71.1, D010009,H01777,https://www.genome.jp/entry/ds_ja:H01777,710,8
Autophagic vacuolar myopathy, 8C72.Y, D052120 C564093 C536522,H01781,https://www.genome.jp/entry/ds_ja:H01781,711,8
Vacuolar myopathy with CASQ1 aggregates, 8C72.Y, D020914,H02320,https://www.genome.jp/entry/ds_ja:H02320,692,8
Isaacs syndrome, 8C71.4, D020386,H01804,https://www.genome.jp/entry/ds_ja:H01804,411,8
Native American myopathy, 8C72.Y, C538343,H02084,https://www.genome.jp/entry/ds_ja:H02084,712,8
Rippling muscle disease, 8C71.Y, C535686,H02179,https://www.genome.jp/entry/ds_ja:H02179,713,8
Tubular aggregate myopathy, 8C72.Y, D020914,H02258,https://www.genome.jp/entry/ds_ja:H02258,692,8
Muscle hypertrophy, FB32.Y, C536106,H02452,https://www.genome.jp/entry/ds_ja:H02452,714,F
Hyaline fibromatosis syndrome, FB86.2, D057770,H00614,https://www.genome.jp/entry/ds_ja:H00614,715,F
Familial articular chondrocalcinosis, FA26.2, C563162,H01236,https://www.genome.jp/entry/ds_ja:H01236,716,F
Familial episodic pain syndrome, 8E43.Y, C538101,H01391,https://www.genome.jp/entry/ds_ja:H01391,717,8
Gout, FA25, D006073,H01532,https://www.genome.jp/entry/ds_ja:H01532,718,F
Polymyositis and dermatomyositis, 4A41.0 4A41.1, D017285 D003882,H01604,https://www.genome.jp/entry/ds_ja:H01604,719,4
Polymyalgia rheumatica, FA22, D011111,H01606,https://www.genome.jp/entry/ds_ja:H01606,720,F
Fibromyalgia;Fibromyalgia syndrome, MG30.01, D005356,H01636,https://www.genome.jp/entry/ds_ja:H01636,721,M
Eosinophilic fasciitis;Diffuse fasciitis, 4A43.4, C562487,H01693,https://www.genome.jp/entry/ds_ja:H01693,722,4
Spinal muscular atrophy with congenital bone fractures, 8B61.Y, C564805,H02238,https://www.genome.jp/entry/ds_ja:H02238,723,8
Wieacker-Wolff syndrome, LD26.4Y, C536703,H02268,https://www.genome.jp/entry/ds_ja:H02268,724,L
Kindler syndrome, EC33, C536321,H00588,https://www.genome.jp/entry/ds_ja:H00588,725,E
Acne inversa;Hidradenitis suppurativa, ED92.0, D017497,H00681,https://www.genome.jp/entry/ds_ja:H00681,726,E
Pseudofolliculitis barbae, ED9Y, C563016,H00672,https://www.genome.jp/entry/ds_ja:H00672,727,E
Poikiloderma with neutropenia, EC10, C565820,H00793,https://www.genome.jp/entry/ds_ja:H00793,728,E
Seborrhea-like dermatitis with psoriasiform element, EA81, C565217,H00795,https://www.genome.jp/entry/ds_ja:H00795,729,E
Atrichia with papular lesions, EC21.2, C565924,H00780,https://www.genome.jp/entry/ds_ja:H00780,730,E
Hypotrichosis and recurrent skin vesicles, EC21.3, C567751,H00782,https://www.genome.jp/entry/ds_ja:H00782,731,E
Localized autosomal recessive hypotrichosis, EC21.2, C564312 C536973 C566950,H00784,https://www.genome.jp/entry/ds_ja:H00784,732,E
Hypotrichosis, EC21.2, D007039,H00786,https://www.genome.jp/entry/ds_ja:H00786,733,E
Epidermodysplasia verruciformis, 1E83, D004819,H00842,https://www.genome.jp/entry/ds_ja:H00842,734,1
Dyschromatosis symmetrica hereditaria, EC23.Y, C535729,H00880,https://www.genome.jp/entry/ds_ja:H00880,735,E
Familial progressive hyperpigmentation, EC23.0, C564163,H00884,https://www.genome.jp/entry/ds_ja:H00884,736,E
Hypomelanosis of Ito;Pigmentary mosaicism, EC23.2Y, D010859,H00885,https://www.genome.jp/entry/ds_ja:H00885,737,E
Basal cell nevus syndrome;Nevoid basal cell carcinoma syndrome;Gorlin syndrome, LD2D.4, D001478,H00895,https://www.genome.jp/entry/ds_ja:H00895,738,L
"Cutis laxa with severe pulmonary, gastrointestinal, and urinary abnormalities;Urban-Rifkin-Davis syndrome", LD28.2, C567716,H00904,https://www.genome.jp/entry/ds_ja:H00904,479,L
"Macrocephaly, alopecia, cutis laxa, and scoliosis;MACS syndrome", LD28.2, C567770,H00906,https://www.genome.jp/entry/ds_ja:H00906,739,L
Dowling-Degos disease, EC23.0, C562924,H00944,https://www.genome.jp/entry/ds_ja:H00944,740,E
Pilomatricoma;Epithelioma calcificans of Malherbe, 2F22, D018296,H00947,https://www.genome.jp/entry/ds_ja:H00947,741,2
Alopecia universalis, ED70.2, C537055,H01158,https://www.genome.jp/entry/ds_ja:H01158,742,E
Stiff skin syndrome, EE6Y, C566112,H01173,https://www.genome.jp/entry/ds_ja:H01173,743,E
Primary localized cutaneous amyloidosis, 5D00.0, C562642,H01217,https://www.genome.jp/entry/ds_ja:H01217,744,5
Allergic contact dermatitis, EK00, D017449,H01357,https://www.genome.jp/entry/ds_ja:H01357,104,E
