drugbank_accession_number,generic_name,type,Sequence,groups,ECFP,MeSH,MyID,ecfp_cluster
DB00345,Aminohippuric acid,Small Molecule,NC1=CC=C(C=C1)C(=O)NCC(O)=O,approved investigational,"[80, 197, 265, 339, 389, 390, 486, 650, 807, 888, 1152, 1168, 1171, 1380, 1385, 1440, 1457, 1548, 1665, 1697, 1737, 1750, 1804, 1873, 1917]",D010130,226,A
DB00346,Alfuzosin,Small Molecule,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,approved investigational,"[80, 193, 197, 221, 233, 249, 361, 363, 378, 473, 650, 656, 667, 689, 695, 749, 780, 802, 807, 841, 875, 881, 926, 950, 1019, 1028, 1057, 1058, 1097, 1101, 1106, 1152, 1163, 1171, 1218, 1236, 1245, 1309, 1325, 1357, 1380, 1399, 1457, 1459, 1468, 1493, 1536, 1540, 1648, 1693, 1855, 1873, 1876, 1884, 1911, 1917, 1951, 1970]",C047638,227,C
DB00347,Trimethadione,Small Molecule,CN1C(=O)OC(C)(C)C1=O,approved,"[255, 314, 324, 566, 576, 608, 650, 656, 935, 987, 1057, 1060, 1084, 1145, 1209, 1274, 1282, 1380, 1747]",D014293,228,C
DB00348,Nitisinone,Small Molecule,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,approved investigational,"[67, 114, 279, 314, 354, 370, 619, 650, 715, 716, 753, 783, 795, 807, 809, 838, 875, 886, 892, 926, 1019, 1028, 1075, 1195, 1260, 1380, 1417, 1453, 1466, 1522, 1665, 1738, 1750, 1771, 1873, 1917, 1928, 1963, 1991]",C077073,229,A
DB00349,Clobazam,Small Molecule,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,approved illicit,"[24, 165, 169, 216, 314, 389, 561, 650, 736, 798, 816, 875, 926, 935, 959, 971, 987, 1049, 1057, 1074, 1088, 1145, 1176, 1199, 1295, 1380, 1515, 1564, 1683, 1686, 1750, 1825, 1873, 1915, 1961]",D000078306,230,A
DB00350,Minoxidil,Small Molecule,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,approved investigational,"[2, 84, 89, 378, 407, 444, 463, 527, 569, 680, 715, 748, 870, 875, 926, 935, 1028, 1171, 1175, 1314, 1380, 1401, 1457, 1480, 1855, 1873, 1962, 1998, 2010]",D008914,231,C
DB08225,Minoxidil,Small Molecule,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,approved investigational,"[2, 84, 89, 378, 407, 444, 463, 527, 569, 680, 715, 748, 870, 875, 926, 935, 1028, 1171, 1175, 1314, 1380, 1401, 1457, 1480, 1855, 1873, 1962, 1998, 2010]",D008914,231,C
DB00351,Megestrol acetate,Small Molecule,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,approved investigational vet_approved,"[84, 88, 155, 242, 289, 314, 479, 519, 529, 555, 565, 650, 666, 695, 718, 807, 841, 918, 926, 987, 1017, 1019, 1035, 1056, 1057, 1060, 1153, 1162, 1274, 1279, 1325, 1380, 1411, 1436, 1448, 1484, 1598, 1605, 1703, 1721, 1722, 1738, 1768, 1817, 1873, 1884, 1917, 1971]",D019290,232,D
DB00352,Tioguanine,Small Molecule,NC1=NC(=S)C2=C(N1)N=CN2,approved,"[11, 97, 236, 292, 334, 357, 378, 569, 572, 697, 713, 806, 834, 988, 1114, 1152, 1171, 1180, 1380, 1452, 1457, 1530, 1717, 1745, 1855, 1873]",D013866,233,A
DB00353,Methylergometrine,Small Molecule,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,approved,"[1, 80, 98, 117, 119, 201, 222, 231, 294, 352, 424, 482, 486, 524, 650, 689, 716, 739, 742, 779, 806, 807, 837, 911, 918, 926, 935, 963, 966, 984, 1019, 1039, 1057, 1088, 1114, 1145, 1152, 1236, 1293, 1312, 1377, 1380, 1410, 1544, 1575, 1633, 1750, 1783, 1859, 1873, 1879, 1917, 1937, 1970, 1984, 1995, 2013]",D008755,234,C
DB00354,Buclizine,Small Molecule,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1,approved,"[1, 15, 33, 74, 80, 114, 216, 310, 389, 392, 461, 561, 784, 816, 926, 935, 1057, 1070, 1088, 1199, 1265, 1321, 1339, 1364, 1365, 1380, 1417, 1480, 1556, 1581, 1627, 1665, 1683, 1750, 1754, 1765, 1771, 1791, 1853, 1873]",C046894,235,A
DB00355,Aztreonam,Small Molecule,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,approved,"[5, 75, 114, 218, 233, 314, 315, 334, 350, 378, 387, 389, 392, 397, 431, 440, 485, 552, 570, 650, 653, 675, 695, 715, 725, 765, 792, 807, 845, 855, 935, 951, 963, 1019, 1057, 1064, 1152, 1207, 1210, 1252, 1309, 1380, 1476, 1479, 1521, 1547, 1567, 1570, 1585, 1661, 1664, 1855, 1873, 1885, 1917, 1977, 2021]",D001398,236,C
DB00356,Chlorzoxazone,Small Molecule,ClC1=CC2=C(OC(=O)N2)C=C1,approved,"[119, 165, 214, 216, 274, 314, 432, 533, 561, 650, 656, 743, 816, 875, 986, 1114, 1331, 1380, 1604, 1683, 1745, 1750, 1808, 1810, 1873]",D002753,237,A
DB00357,Aminoglutethimide,Small Molecule,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,approved investigational,"[80, 251, 268, 294, 314, 484, 556, 650, 665, 713, 888, 919, 926, 1057, 1060, 1114, 1137, 1162, 1168, 1171, 1351, 1380, 1457, 1575, 1605, 1636, 1666, 1738, 1750, 1804, 1873, 1997]",D000616,238,A
DB00358,Mefloquine,Small Molecule,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,approved investigational,"[1, 114, 154, 227, 237, 262, 305, 319, 325, 378, 419, 564, 584, 807, 809, 875, 890, 915, 926, 1019, 1028, 1039, 1057, 1088, 1114, 1219, 1302, 1325, 1357, 1380, 1434, 1453, 1507, 1573, 1621, 1626, 1662, 1676, 1724, 1750, 1790, 1808, 1855, 1873, 1912, 1928]",D015767,239,C
DB00359,Sulfadiazine,Small Molecule,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,approved investigational vet_approved,"[4, 80, 319, 350, 378, 448, 502, 650, 715, 784, 883, 888, 1088, 1152, 1168, 1171, 1270, 1380, 1452, 1457, 1476, 1582, 1750, 1804, 1819, 1866, 1873]",D013411,240,A
DB00360,Sapropterin,Small Molecule,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,approved investigational,"[1, 227, 283, 297, 301, 314, 334, 378, 470, 650, 661, 697, 750, 807, 858, 864, 926, 950, 974, 1019, 1057, 1114, 1171, 1365, 1380, 1388, 1457, 1529, 1532, 1648, 1677, 1692, 1693, 1745, 1808, 1831, 1855, 1866]",C003402,241,C
DB02692,Sapropterin,Small Molecule,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,approved investigational,"[1, 227, 283, 297, 301, 314, 334, 378, 470, 650, 661, 697, 750, 807, 858, 864, 926, 950, 974, 1019, 1057, 1114, 1171, 1365, 1380, 1388, 1457, 1529, 1532, 1648, 1677, 1692, 1693, 1745, 1808, 1831, 1855, 1866]",C003402,241,C
DB00361,Vinorelbine,Small Molecule,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,approved investigational,"[8, 54, 67, 80, 119, 157, 200, 249, 270, 294, 359, 361, 376, 380, 442, 521, 547, 638, 650, 679, 695, 739, 763, 787, 807, 833, 841, 875, 878, 918, 926, 930, 935, 978, 991, 1001, 1017, 1018, 1019, 1024, 1035, 1044, 1057, 1060, 1075, 1088, 1098, 1114, 1120, 1126, 1128, 1145, 1152, 1154, 1162, 1171, 1198, 1199, 1216, 1221, 1238, 1239, 1282, 1295, 1299, 1312, 1333, 1351, 1357, 1379, 1380, 1386, 1444, 1480, 1536, 1573, 1612, 1734, 1745, 1748, 1750, 1751, 1762, 1783, 1799, 1815, 1854, 1863, 1873, 1897, 1904, 1917, 1946, 1962, 1970, 1980, 2028]",D000077235,242,C
DB00362,Anidulafungin,Small Molecule,[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,approved investigational,"[1, 5, 13, 19, 80, 102, 120, 132, 182, 220, 227, 282, 283, 294, 301, 314, 322, 387, 486, 590, 591, 621, 650, 684, 687, 695, 718, 739, 745, 794, 804, 807, 820, 827, 849, 853, 886, 896, 926, 935, 979, 981, 1019, 1022, 1034, 1057, 1114, 1152, 1160, 1249, 1257, 1284, 1292, 1309, 1312, 1313, 1322, 1352, 1365, 1380, 1385, 1444, 1452, 1487, 1506, 1516, 1529, 1543, 1545, 1602, 1620, 1636, 1665, 1697, 1750, 1778, 1794, 1831, 1853, 1859, 1873, 1911, 1917, 1959, 1960, 1964, 1980, 2000, 2021]",D000077612,243,C
DB00363,Clozapine,Small Molecule,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,approved,"[14, 74, 95, 102, 142, 165, 207, 216, 352, 378, 407, 440, 561, 588, 816, 875, 883, 926, 927, 935, 984, 1057, 1060, 1088, 1114, 1145, 1153, 1199, 1236, 1243, 1380, 1470, 1476, 1480, 1508, 1683, 1750, 1873, 1904, 1979, 1982]",D003024,244,A
DB00364,Sucralfate,Small Molecule,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,approved,"[0, 31, 60, 80, 91, 226, 350, 359, 423, 533, 589, 610, 650, 656, 664, 695, 790, 807, 809, 821, 929, 932, 941, 945, 947, 957, 1019, 1059, 1060, 1065, 1070, 1085, 1134, 1136, 1187, 1228, 1322, 1323, 1331, 1431, 1476, 1693, 1721, 1846, 1921, 1939, 1950, 1977, 1991, 2019]",D013392,245,C
DB00365,Grepafloxacin,Small Molecule,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,approved investigational withdrawn,"[33, 45, 221, 252, 296, 305, 314, 322, 326, 338, 389, 407, 444, 453, 456, 464, 525, 577, 607, 624, 650, 699, 723, 739, 804, 807, 875, 926, 935, 974, 1011, 1019, 1047, 1057, 1114, 1277, 1295, 1309, 1325, 1380, 1445, 1480, 1507, 1537, 1563, 1722, 1873, 1910, 1917, 1928, 1984, 1991, 1995]",C075375,246,C
DB00366,Doxylamine,Small Molecule,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,approved vet_approved,"[13, 80, 99, 114, 318, 319, 369, 378, 389, 392, 448, 575, 652, 670, 693, 695, 803, 881, 1057, 1088, 1155, 1163, 1199, 1298, 1380, 1417, 1452, 1723, 1750, 1866, 1873, 1951, 2017, 2034]",D004319,247,A
DB00367,Levonorgestrel,Small Molecule,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],approved investigational,"[57, 80, 84, 127, 184, 242, 253, 292, 294, 314, 345, 408, 455, 519, 529, 559, 622, 649, 650, 674, 717, 748, 798, 807, 841, 909, 915, 926, 974, 1019, 1057, 1060, 1099, 1122, 1154, 1162, 1206, 1325, 1351, 1380, 1388, 1460, 1558, 1738, 1873, 1908, 1952]",D016912,248,D
DB00506,Levonorgestrel,Small Molecule,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],approved investigational,"[57, 80, 84, 127, 184, 242, 253, 292, 294, 314, 345, 408, 455, 519, 529, 559, 622, 649, 650, 674, 717, 748, 798, 807, 841, 909, 915, 926, 974, 1019, 1057, 1060, 1099, 1122, 1154, 1162, 1206, 1325, 1351, 1380, 1388, 1460, 1558, 1738, 1873, 1908, 1952]",D016912,248,D
DB00368,Norepinephrine,Small Molecule,NC[C@H](O)C1=CC(O)=C(O)C=C1,approved,"[1, 80, 227, 315, 378, 589, 780, 807, 875, 981, 1171, 1362, 1365, 1380, 1434, 1475, 1602, 1607, 1750, 1784, 1853, 1873, 1909]",D009638,249,A
DB00369,Cidofovir,Small Molecule,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,approved,"[1, 62, 80, 125, 192, 222, 314, 316, 378, 424, 445, 482, 485, 486, 650, 695, 758, 807, 908, 935, 1101, 1171, 1337, 1339, 1380, 1455, 1457, 1584, 1629, 1644, 1679, 1750, 1814, 1838, 1855, 1873, 1887, 1893, 1922, 2042]",D000077404,250,B
DB00370,Mirtazapine,Small Molecule,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,approved,"[14, 29, 95, 130, 196, 207, 371, 378, 383, 426, 448, 475, 547, 600, 684, 739, 887, 926, 935, 1019, 1027, 1043, 1057, 1088, 1145, 1199, 1236, 1312, 1380, 1452, 1480, 1564, 1662, 1708, 1750, 1840, 1866, 1873]",D000078785,251,A
DB00371,Meprobamate,Small Molecule,CCCC(C)(COC(N)=O)COC(N)=O,approved illicit,"[80, 114, 140, 147, 294, 392, 487, 525, 626, 650, 695, 794, 807, 1057, 1075, 1171, 1308, 1421, 1433, 1511, 1519, 1630, 1917]",D008620,252,E
DB00372,Thiethylperazine,Small Molecule,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,approved withdrawn,"[4, 14, 74, 80, 94, 116, 165, 207, 289, 294, 341, 397, 588, 653, 675, 744, 804, 811, 875, 917, 926, 935, 949, 1046, 1057, 1088, 1101, 1145, 1167, 1199, 1236, 1255, 1295, 1380, 1470, 1480, 1482, 1585, 1623, 1647, 1750, 1791, 1873, 1911, 2044]",D013847,253,A
DB00373,Timolol,Small Molecule,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,approved,"[1, 80, 89, 114, 118, 122, 130, 201, 227, 378, 392, 401, 407, 430, 523, 576, 603, 606, 656, 658, 675, 695, 807, 843, 926, 935, 950, 1014, 1057, 1088, 1129, 1152, 1279, 1380, 1405, 1441, 1452, 1472, 1480, 1578, 1640, 1652, 1708, 2038]",D013999,254,A
DB08625,Timolol,Small Molecule,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,approved,"[1, 80, 89, 114, 118, 122, 130, 201, 227, 378, 392, 401, 407, 430, 523, 576, 603, 606, 656, 658, 675, 695, 807, 843, 926, 935, 950, 1014, 1057, 1088, 1129, 1152, 1279, 1380, 1405, 1441, 1452, 1472, 1480, 1578, 1640, 1652, 1708, 2038]",D013999,254,A
DB00374,Treprostinil,Small Molecule,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,approved investigational,"[1, 80, 178, 227, 231, 292, 294, 361, 389, 585, 591, 619, 622, 650, 684, 695, 739, 766, 794, 807, 832, 849, 895, 926, 982, 1019, 1039, 1057, 1088, 1187, 1236, 1257, 1258, 1283, 1291, 1292, 1380, 1410, 1440, 1444, 1452, 1453, 1481, 1563, 1708, 1737, 1750, 1760, 1873, 1897, 1911, 1917, 1970, 2004, 2038, 2039]",C427248,255,C
DB00376,Trihexyphenidyl,Small Molecule,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,approved,"[2, 41, 80, 114, 389, 660, 718, 799, 807, 890, 926, 935, 1019, 1028, 1088, 1096, 1145, 1199, 1308, 1325, 1380, 1417, 1418, 1422, 1480, 1482, 1750, 1782, 1791, 1873, 1908, 1998, 2017, 2032]",D014282,256,C
DB00377,Palonosetron,Small Molecule,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,approved investigational,"[9, 179, 191, 314, 352, 473, 554, 556, 585, 650, 684, 729, 739, 752, 798, 879, 890, 926, 935, 984, 1019, 1028, 1039, 1088, 1140, 1197, 1236, 1325, 1380, 1473, 1480, 1573, 1648, 1689, 1708, 1738, 1750, 1819, 1821, 1873, 1943, 2000]",D000077924,257,A
DB00378,Dydrogesterone,Small Molecule,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,approved investigational withdrawn,"[84, 88, 106, 120, 132, 206, 242, 274, 314, 331, 420, 479, 519, 527, 529, 547, 562, 604, 650, 666, 807, 841, 926, 1017, 1019, 1056, 1057, 1060, 1083, 1089, 1162, 1181, 1274, 1303, 1325, 1380, 1477, 1598, 1738, 1759, 1873, 1884, 1917, 1951]",D004394,258,D
DB00379,Mexiletine,Small Molecule,CC(N)COC1=C(C)C=CC=C1C,approved investigational,"[1, 80, 118, 283, 333, 514, 567, 647, 695, 737, 786, 1039, 1057, 1088, 1171, 1380, 1391, 1452, 1565, 1722, 1750, 1873, 1952, 1999]",D008801,259,A
DB00380,Dexrazoxane,Small Molecule,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,approved withdrawn,"[1, 67, 80, 249, 277, 283, 314, 650, 651, 703, 926, 935, 1057, 1060, 1114, 1265, 1308, 1380, 1570, 1575, 1604, 1791, 1868, 1922, 1946]",D064730,260,C
DB02444,Dexrazoxane,Small Molecule,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,approved withdrawn,"[1, 67, 80, 249, 277, 283, 314, 650, 651, 703, 926, 935, 1057, 1060, 1114, 1265, 1308, 1380, 1570, 1575, 1604, 1791, 1868, 1922, 1946]",D064730,260,C
DB00381,Amlodipine,Small Molecule,CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,approved,"[13, 80, 145, 147, 294, 350, 366, 371, 372, 419, 520, 561, 632, 650, 695, 710, 734, 745, 759, 807, 841, 862, 906, 974, 981, 1005, 1019, 1027, 1057, 1060, 1088, 1106, 1114, 1152, 1167, 1171, 1199, 1227, 1238, 1253, 1321, 1380, 1464, 1651, 1683, 1722, 1750, 1840, 1873, 1917, 1992]",D017311,261,A
DB00382,Tacrine,Small Molecule,NC1=C2CCCCC2=NC2=CC=CC=C12,approved investigational withdrawn,"[142, 275, 276, 289, 310, 361, 378, 389, 712, 926, 1028, 1088, 1097, 1171, 1199, 1304, 1357, 1380, 1391, 1457, 1573, 1683, 1738, 1750, 1855, 1873, 1934, 1948]",D013619,262,A
DB00383,Oxyphencyclimine,Small Molecule,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,approved,"[2, 17, 70, 80, 96, 114, 147, 151, 313, 326, 378, 389, 617, 650, 695, 745, 747, 799, 807, 865, 881, 890, 926, 935, 958, 1019, 1028, 1057, 1088, 1096, 1145, 1156, 1199, 1244, 1313, 1325, 1380, 1417, 1480, 1531, 1590, 1600, 1693, 1750, 1873, 1908, 1917, 2017]",C100201,263,C
DB00384,Triamterene,Small Molecule,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,approved,"[323, 378, 389, 409, 471, 600, 677, 736, 751, 855, 1015, 1088, 1160, 1171, 1199, 1240, 1380, 1401, 1449, 1457, 1459, 1578, 1671, 1701, 1724, 1750, 1855, 1873]",D014223,264,A
DB00385,Valrubicin,Small Molecule,[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1,approved,"[34, 80, 114, 121, 139, 147, 169, 202, 249, 264, 294, 298, 314, 321, 352, 361, 387, 402, 468, 490, 495, 505, 550, 565, 587, 591, 639, 650, 656, 677, 679, 687, 695, 722, 794, 802, 807, 841, 842, 926, 940, 973, 984, 1019, 1039, 1057, 1060, 1070, 1085, 1088, 1152, 1154, 1204, 1247, 1257, 1292, 1309, 1344, 1380, 1381, 1386, 1399, 1403, 1410, 1436, 1453, 1476, 1487, 1509, 1536, 1564, 1597, 1602, 1628, 1648, 1721, 1747, 1750, 1789, 1815, 1873, 1911, 1917, 1921, 1928, 1970, 1988, 1997, 2004]",C016163,265,C
DB00387,Procyclidine,Small Molecule,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,approved,"[2, 41, 80, 114, 389, 660, 718, 799, 807, 890, 926, 935, 1019, 1028, 1088, 1096, 1145, 1199, 1308, 1325, 1380, 1417, 1418, 1422, 1480, 1482, 1750, 1782, 1791, 1873, 1908, 1998, 2017, 2032]",D011352,266,C
DB00388,Phenylephrine,Small Molecule,CNC[C@H](O)C1=CC(O)=CC=C1,approved,"[1, 65, 80, 227, 381, 606, 632, 745, 807, 875, 1039, 1057, 1088, 1152, 1362, 1365, 1367, 1380, 1430, 1434, 1435, 1581, 1602, 1750, 1868, 1873, 1995]",D010656,267,A
DB00389,Carbimazole,Small Molecule,CCOC(=O)N1C=CN(C)C1=S,approved investigational,"[80, 97, 108, 147, 253, 294, 462, 650, 695, 735, 770, 807, 917, 935, 1057, 1065, 1101, 1145, 1238, 1380, 1409, 1594, 1717, 1722, 1764, 1873, 1917]",D002231,268,C
DB00390,Digoxin,Small Molecule,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,approved,"[57, 67, 68, 82, 84, 92, 109, 119, 131, 144, 313, 314, 360, 441, 485, 519, 528, 550, 562, 609, 650, 656, 682, 687, 695, 699, 722, 754, 760, 804, 807, 811, 849, 926, 1008, 1019, 1057, 1060, 1087, 1154, 1162, 1193, 1238, 1257, 1269, 1274, 1292, 1309, 1325, 1348, 1360, 1380, 1381, 1431, 1477, 1487, 1509, 1517, 1532, 1613, 1763, 1829, 1873, 1921, 1950, 1951, 1980, 1988]",D004077,269,D
DB00391,Sulpiride,Small Molecule,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,approved investigational,"[34, 80, 94, 197, 235, 249, 268, 294, 319, 350, 398, 446, 486, 650, 695, 715, 807, 833, 841, 875, 926, 935, 994, 1019, 1028, 1057, 1152, 1171, 1197, 1317, 1325, 1367, 1380, 1476, 1480, 1536, 1552, 1572, 1604, 1607, 1700, 1714, 1750, 1762, 1873, 1912, 1917, 1970, 1991, 2022]",D013469,270,C
DB00392,Profenamine,Small Molecule,CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,approved,"[1, 80, 283, 294, 397, 588, 675, 707, 881, 917, 932, 935, 939, 949, 1057, 1088, 1167, 1199, 1295, 1318, 1380, 1515, 1532, 1570, 1585, 1617, 1647, 1750, 1873, 1922, 2044]",C084820,271,A
DB00393,Nimodipine,Small Molecule,COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,approved investigational,"[1, 13, 69, 80, 145, 147, 217, 283, 486, 585, 650, 695, 715, 753, 807, 838, 841, 871, 875, 878, 893, 1005, 1019, 1039, 1057, 1060, 1088, 1114, 1171, 1195, 1243, 1274, 1279, 1321, 1380, 1464, 1508, 1592, 1610, 1651, 1663, 1722, 1750, 1809, 1873, 1917, 1940, 1963, 1978, 2011]",D009553,272,A
DB00394,Beclomethasone dipropionate,Small Molecule,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,approved investigational,"[37, 61, 80, 84, 113, 147, 182, 264, 294, 314, 450, 504, 519, 547, 639, 650, 679, 693, 695, 760, 787, 807, 866, 898, 926, 967, 1019, 1057, 1060, 1130, 1153, 1194, 1199, 1257, 1274, 1292, 1309, 1325, 1380, 1386, 1428, 1436, 1438, 1448, 1556, 1558, 1624, 1635, 1655, 1683, 1711, 1735, 1738, 1791, 1850, 1873, 1917, 1966, 1975, 1997, 2004, 2021, 2026]",D001507,273,D
DB11897,Beclomethasone dipropionate,Small Molecule,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,approved investigational,"[37, 61, 80, 84, 113, 147, 182, 264, 294, 314, 450, 504, 519, 547, 639, 650, 679, 693, 695, 760, 787, 807, 866, 898, 926, 967, 1019, 1057, 1060, 1130, 1153, 1194, 1199, 1257, 1274, 1292, 1309, 1325, 1380, 1386, 1428, 1436, 1438, 1448, 1556, 1558, 1624, 1635, 1655, 1683, 1711, 1735, 1738, 1791, 1850, 1873, 1917, 1966, 1975, 1997, 2004, 2021, 2026]",D001507,273,D
DB00395,Carisoprodol,Small Molecule,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,approved,"[1, 80, 114, 117, 140, 147, 283, 294, 392, 487, 525, 613, 626, 650, 695, 794, 807, 905, 1028, 1057, 1075, 1152, 1171, 1308, 1404, 1421, 1433, 1511, 1519, 1630, 1758, 1917, 1940]",D002328,274,E
DB00396,Progesterone,Small Molecule,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,approved vet_approved,"[7, 16, 84, 88, 105, 106, 120, 182, 206, 242, 314, 331, 408, 479, 504, 519, 529, 562, 622, 650, 807, 841, 926, 1017, 1019, 1057, 1060, 1095, 1162, 1181, 1219, 1274, 1286, 1303, 1325, 1380, 1477, 1738, 1873, 1884, 1917, 1951]",D011374,275,D
DB00397,Phenylpropanolamine,Small Molecule,CC(N)C(O)C1=CC=CC=C1,approved vet_approved withdrawn,"[1, 220, 227, 283, 389, 786, 807, 886, 1057, 1088, 1171, 1199, 1365, 1380, 1497, 1581, 1698, 1750, 1873, 1990]",D010665,276,A
DB09441,Phenylpropanolamine,Small Molecule,CC(N)C(O)C1=CC=CC=C1,approved vet_approved withdrawn,"[1, 220, 227, 283, 389, 786, 807, 886, 1057, 1088, 1171, 1199, 1365, 1380, 1497, 1581, 1698, 1750, 1873, 1990]",D010665,276,A
