"sampleid","link","CCLE.name","Cell.line.primary.name","Cell.line.aliases","Gender","Site.Primary","Histology","Hist.Subtype1","Notes","Source","Expression.arrays","SNP.arrays","Oncomap","Hybrid.Capture.Sequencing","CCLE_rnaseq.sampleid","tissueid","Cellosaurus.Disease.Type","Cellosaurus.Accession.id","PharmacoDB.id","unique.tissueid.fromstudies","CellLine.Type","Metastatic"
"HDQ-P1","http://www.broadinstitute.org/ccle/cell%20lines/HDQP1_BREAST","HDQP1_BREAST","HDQ-P1",NA,"F","breast","carcinoma","ductal_carcinoma",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_H05_523478","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E02_490412","yes",NA,"HDQ-P1","Breast","Breast carcinoma","CVCL_2067","HDQP1_522_2019","breast","Cancer cell line",NA
"HEC-1-A","http://www.broadinstitute.org/ccle/cell%20lines/HEC1A_ENDOMETRIUM","HEC1A_ENDOMETRIUM","HEC-1-A",NA,"F","endometrium","carcinoma","adenocarcinoma","Identical lines: HEC-1-A HEC-1-B are subclones of HEC-1 and share high SNP identity","ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C11_296058","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A10_293298","yes","yes","HEC-1-A","Uterus","Endometrial adenocarcinoma","CVCL_0293","HEC1A_524_2019","endometrium","Cancer cell line",NA
"HEC-1-B","http://www.broadinstitute.org/ccle/cell%20lines/HEC1B_ENDOMETRIUM","HEC1B_ENDOMETRIUM","HEC-1-B",NA,"F","endometrium","carcinoma","adenocarcinoma","Identical lines: HEC-1-A HEC-1-B are subclones of HEC-1 and share high SNP identity","ATCC","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E10_698932","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C05_698694","yes","yes","HEC-1-B","Uterus","Endometrial adenocarcinoma","CVCL_0294","HEC1B_532_2019","endometrium","Cancer cell line",NA
"HEC-108","http://www.broadinstitute.org/ccle/cell%20lines/HEC108_ENDOMETRIUM","HEC108_ENDOMETRIUM","HEC-108",NA,"F","endometrium","carcinoma","adenocarcinoma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E11_419774","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G07_410954","yes","yes","HEC-108","Uterus","Endometrial adenocarcinoma","CVCL_2923","HEC108_525_2019","endometrium","Cancer cell line",NA
"HEC-151","http://www.broadinstitute.org/ccle/cell%20lines/HEC151_ENDOMETRIUM","HEC151_ENDOMETRIUM","HEC-151",NA,"F","endometrium","carcinoma","adenocarcinoma",NA,"HSRRB","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F01_436468","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G05_410950","yes","yes","HEC-151","Uterus","Endometrial adenocarcinoma","CVCL_2925","HEC151_526_2019","endometrium","Cancer cell line",NA
"HEC-251","http://www.broadinstitute.org/ccle/cell%20lines/HEC251_ENDOMETRIUM","HEC251_ENDOMETRIUM","HEC-251",NA,"F","endometrium","carcinoma","adenocarcinoma",NA,"HSRRB","CASED_p_NCLE_RNA4_HG-U133_Plus_2_H12_383740","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F10_437438","yes","yes","HEC-251","Uterus","Endometrial carcinoma","CVCL_2927","HEC251_527_2019","endometrium","Cancer cell line",NA
"HEC-265","http://www.broadinstitute.org/ccle/cell%20lines/HEC265_ENDOMETRIUM","HEC265_ENDOMETRIUM","HEC-265",NA,"F","endometrium","carcinoma","adenocarcinoma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F03_419766","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G01_410958","yes","yes","HEC-265","Uterus","Endometrial adenocarcinoma","CVCL_2928","HEC265_528_2019","endometrium","Cancer cell line",NA
"HEC-50B","http://www.broadinstitute.org/ccle/cell%20lines/HEC50B_ENDOMETRIUM","HEC50B_ENDOMETRIUM","HEC-50B",NA,"F","endometrium","carcinoma","adenocarcinoma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G01_419812","SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D07_592872","yes","yes","HEC-50B","Uterus","Endometrial adenocarcinoma","CVCL_2929","HEC50B_529_2019","endometrium","Cancer cell line",TRUE
"HEC-59","http://www.broadinstitute.org/ccle/cell%20lines/HEC59_ENDOMETRIUM","HEC59_ENDOMETRIUM","HEC-59",NA,"F","endometrium","carcinoma","adenocarcinoma",NA,"HSRRB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_H01_587734","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E07_437402","yes","yes","HEC-59","Uterus","Endometrial adenocarcinoma","CVCL_2930","HEC59_530_2019","endometrium","Cancer cell line",NA
"HEC-6","http://www.broadinstitute.org/ccle/cell%20lines/HEC6_ENDOMETRIUM","HEC6_ENDOMETRIUM","HEC-6",NA,"F","endometrium","carcinoma","adenocarcinoma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F10_419784","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D01_437526","yes","yes","HEC-6","Uterus","Endometrial endometrioid adenocarcinoma, variant with squamous differentiation","CVCL_2931","HEC6_531_2019","endometrium","Cancer cell line",NA
"HEK TE","http://www.broadinstitute.org/ccle/cell%20lines/HEKTE_KIDNEY","HEKTE_KIDNEY","HEK TE","HEK-TE",NA,"kidney","other","immortalized_epithelial",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_C01_767952","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_H03_780240",NA,NA,NA,"Kidney",NA,"CVCL_WS59","HEKTE_533_2019","kidney","Transformed cell line",NA
"HEL","http://www.broadinstitute.org/ccle/cell%20lines/HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HEL",NA,"M","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia","Identical lines: HEL 92.1.7 is a subclone of HEL","DSMZ","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_B04_698780","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C09_698706","yes","yes","HEL","Myeloid","Erythroleukemia","CVCL_0001","HEL_534_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"HEL 92.1.7","http://www.broadinstitute.org/ccle/cell%20lines/HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HEL 92.1.7",NA,"M","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia","Identical lines: HEL 92.1.7 is a subclone of HEL","ATCC","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E12_419772","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G10_410948","yes","yes","HEL_92.1.7","Myeloid","Erythroleukemia","CVCL_2481","HEL92.1.7_535_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"HeLa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HeLa","Cervix","Human papillomavirus-related endocervical adenocarcinoma","CVCL_0030","HeLa_536_2019","cervix","Cancer cell line",NA
"Hep 3B2.1-7","http://www.broadinstitute.org/ccle/cell%20lines/HEP3B217_LIVER","HEP3B217_LIVER","Hep 3B2.1-7","HEP-3B | Hep 3B","M","liver","carcinoma","hepatocellular_carcinoma",NA,"ATCC","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_E10_587624","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G09_464664","yes",NA,"Hep_3B2.1-7","Liver","Hepatocellular carcinoma","CVCL_0326","Hep3B2.17_538_2019","liver","Cancer cell line",NA
"Hep-G2","http://www.broadinstitute.org/ccle/cell%20lines/HEPG2_LIVER","HEPG2_LIVER","Hep G2",NA,"M","liver","carcinoma","hepatocellular_carcinoma","Identical lines: Hep G2 and C3A share high SNP identity","ATCC","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_A09_240866","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C06_256060","yes","yes","Hep_G2","Liver","Hepatoblastoma","CVCL_0027","HepG2_539_2019","liver","Cancer cell line",NA
"Hep-G2/C3A","http://www.broadinstitute.org/ccle/cell%20lines/C3A_LIVER","C3A_LIVER","C3A",NA,"M","liver","carcinoma","hepatocellular_carcinoma","Identical lines: Hep G2 and C3A share high SNP identity","ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E07_436554","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E10_335302","yes","yes",NA,"Liver","Hepatoblastoma","CVCL_1098","C3A_156_2019","liver","Cancer cell line",NA
"HEY A8","http://www.broadinstitute.org/ccle/cell%20lines/HEYA8_OVARY","HEYA8_OVARY","Hey-A8",NA,"F","ovary","carcinoma","NS",NA,"Academic Lab","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G01_240994","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E02_246708","yes","yes","Hey-A8","Ovary/Fallopian Tube","High grade ovarian serous adenocarcinoma","CVCL_8878","HeyA8_542_2019","ovary","Cancer cell line",NA
"HGC-27","http://www.broadinstitute.org/ccle/cell%20lines/HGC27_STOMACH","HGC27_STOMACH","HGC-27",NA,NA,"stomach","carcinoma","undifferentiated_adenocarcinoma",NA,"ECACC","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H01_419820","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C05_411052","yes","yes","HGC-27","Esophagus/Stomach","Gastric carcinoma","CVCL_1279","HGC27_543_2019","stomach","Cancer cell line",TRUE
"HH [Human lymphoma]","http://www.broadinstitute.org/ccle/cell%20lines/HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HH",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","adult_T_cell_lymphoma-leukaemia",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_C05_383644","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G01_335332","yes","yes","HH","Lymphoid","Cutaneous T-cell non-Hodgkin lymphoma","CVCL_1280","HH_544_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"HK-2 [Human kidney]","http://www.broadinstitute.org/ccle/cell%20lines/HK2_KIDNEY","HK2_KIDNEY","HK-2",NA,NA,"kidney","other","immortalized_epithelial",NA,"ATCC","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_D07_767832","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_F02_780330",NA,NA,NA,"Kidney",NA,"CVCL_0302","HK2_545_2019","kidney","Transformed cell line",NA
"HL-60","http://www.broadinstitute.org/ccle/cell%20lines/HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HL-60",NA,"F","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia",NA,"ATCC","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_F07_240982","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_D12_246704","yes",NA,"HL-60","Myeloid","Adult acute myeloid leukemia","CVCL_0002","HL60_546_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"HLC-1","http://www.broadinstitute.org/ccle/cell%20lines/HLC1_LUNG","HLC1_LUNG","HLC-1",NA,NA,"lung","carcinoma","adenocarcinoma","Identical lines: HMC-1-8 and HLC-1 share high SNP identity and are probably lung.","RIKEN","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E08_698868","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F11_592724","yes",NA,NA,"Lung","Lung adenocarcinoma","CVCL_5529","HLC1_547_2019","lung","Cancer cell line",TRUE
"HLE","http://www.broadinstitute.org/ccle/cell%20lines/HLE_LIVER","HLE_LIVER","HLE",NA,"M","liver","carcinoma","hepatocellular_carcinoma","Identical lines: HLE and HLF share high SNP identity","HSRRB","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_F03_587732","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A06_437342","yes",NA,NA,"Liver","Hepatocellular carcinoma","CVCL_1281","HLE_548_2019","liver","Cancer cell line",NA
"HLF","http://www.broadinstitute.org/ccle/cell%20lines/HLF_LIVER","HLF_LIVER","HLF",NA,"M","liver","carcinoma","hepatocellular_carcinoma","Identical lines: HLE and HLF share high SNP identity","HSRRB","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_A12_241064","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E06_256108","yes","yes","HLF","Liver","Hepatocellular carcinoma","CVCL_2947","HLF_549_2019","liver","Cancer cell line",NA
"HLF-a","http://www.broadinstitute.org/ccle/cell%20lines/HLFA_LUNG","HLFA_LUNG","HLF-a",NA,"F","lung","carcinoma","squamous_cell_carcinoma",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B01_296014","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F08_437208","yes","yes","HLF-a","Lung","Squamous cell lung carcinoma","CVCL_2255","HLFa_550_2019","lung","Cancer cell line",NA
"HMC-1-8","http://www.broadinstitute.org/ccle/cell%20lines/HMC18_BREAST","HMC18_BREAST","HMC-1-8",NA,"F","breast","carcinoma","NS","Identical lines: HMC-1-8 and HLC-1 share high SNP identity and are probably lung.","HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H08_419840","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A10_437568","yes","yes","HMC-1-8","Breast","Breast carcinoma","CVCL_2949","HMC18_552_2019","breast","Cancer cell line",TRUE
"HMCB","http://www.broadinstitute.org/ccle/cell%20lines/HMCB_SKIN","HMCB_SKIN","HMCB",NA,NA,"skin","malignant_melanoma","NS","Identical lines: COLO-699, CHL-1 and HMCB share high SNP identity and are likely to be melanoma","ATCC","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E10_240964","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E04_246712","yes","yes","HMCB","Skin","Melanoma","CVCL_3317","HMCB_553_2019","skin","Cancer cell line",NA
"HMEL","http://www.broadinstitute.org/ccle/cell%20lines/HMEL_BREAST","HMEL_BREAST","HMEL",NA,NA,"breast","other","immortalized_epithelial",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A04_767910","EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G07_780268",NA,NA,NA,"Breast",NA,"CVCL_IZ34","HMEL_554_2019","breast","Transformed cell line",NA
"HN","http://www.broadinstitute.org/ccle/cell%20lines/HN_UPPER_AERODIGESTIVE_TRACT","HN_UPPER_AERODIGESTIVE_TRACT","HN",NA,"M","upper_aerodigestive_tract","carcinoma","squamous_cell_carcinoma",NA,"DSMZ",NA,"CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B12_490428","yes",NA,NA,"Head and Neck","Oral cavity squamous cell carcinoma","CVCL_1283","HN_557_2019","upper_aerodigestive_tract","Cancer cell line",TRUE
"HNT-34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HNT-34","Myeloid","Adult acute myeloid leukemia","CVCL_2071","HNT34_558_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"HOP-62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOP-62","Lung","Lung adenocarcinoma","CVCL_1285","HOP62_561_2019","lung","Cancer cell line",NA
"HOP-92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HOP-92","Lung","Non-small cell lung carcinoma","CVCL_1286","HOP92_562_2019","lung","Cancer cell line",NA
"HOS","http://www.broadinstitute.org/ccle/cell%20lines/HOS_BONE","HOS_BONE","HOS",NA,"F","bone","osteosarcoma","NS","Identical lines: HTK-, HOS and 143B share high SNP identity and are very likely to be osteosarcoma","ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A08_436610","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H09_464634","yes","yes","HOS","Bone","Osteosarcoma","CVCL_0312","HOS_563_2019","bone","Cancer cell line",NA
"HPAC","http://www.broadinstitute.org/ccle/cell%20lines/HPAC_PANCREAS","HPAC_PANCREAS","HPAC",NA,"F","pancreas","carcinoma","ductal_carcinoma","Identical lines: KCI-MOH1 is a derivative of HPAC ","ATCC","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_B05_698754","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D07_335272","yes",NA,"HPAC","Pancreas","Pancreatic adenocarcinoma","CVCL_3517","HPAC_564_2019","pancreas","Cancer cell line",NA
"HPAF-II","http://www.broadinstitute.org/ccle/cell%20lines/HPAFII_PANCREAS","HPAFII_PANCREAS","HPAF-II",NA,"M","pancreas","carcinoma","ductal_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_A06_383730","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_C04_411050","yes","yes","HPAF-II","Pancreas","Pancreatic ductal adenocarcinoma","CVCL_0313","HPAFII_565_2019","pancreas","Cancer cell line",TRUE
"HPB-ALL","http://www.broadinstitute.org/ccle/cell%20lines/HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HPB-ALL",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","acute_lymphoblastic_T_cell_leukaemia",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_D05_523614","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D06_542944","yes","yes","HPB-ALL","Lymphoid","Childhood T acute lymphoblastic leukemia","CVCL_1820","HPBALL_566_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"HRT-18","http://www.broadinstitute.org/ccle/cell%20lines/HRT18_LARGE_INTESTINE","HRT18_LARGE_INTESTINE","HRT-18",NA,"M","large_intestine","carcinoma","adenocarcinoma","Identical lines: HRT18, HCT15 and DLD1 share high SNP identity","ECACC",NA,"MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A02_578394","yes","yes",NA,"Bowel","Colon adenocarcinoma","CVCL_2514","HRT18_567_2019","large_intestine","Cancer cell line",NA
"Hs 172.T","http://www.broadinstitute.org/ccle/cell%20lines/HS172T_URINARY_TRACT","HS172T_URINARY_TRACT","Hs 172.T",NA,"M","urinary_tract","carcinoma","NS",NA,"ATCC","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_B09_523490","SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A02_592978","yes","yes","Hs_172.T","Bladder/Urinary Tract","Bladder carcinoma","CVCL_0660","Hs172.T_568_2019","urinary_tract","Cancer cell line",NA
"Hs 229.T","http://www.broadinstitute.org/ccle/cell%20lines/HS229T_LUNG","HS229T_LUNG","Hs 229.T",NA,"M","lung","carcinoma","adenocarcinoma",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E03_454660","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F01_464686","yes","yes","Hs_229.T","Lung","Lung adenocarcinoma","CVCL_0698","Hs229.T_569_2019","lung","Cancer cell line",NA
"Hs 255.T","http://www.broadinstitute.org/ccle/cell%20lines/HS255T_LARGE_INTESTINE","HS255T_LARGE_INTESTINE","Hs 255.T",NA,"F","large_intestine","carcinoma","adenocarcinoma",NA,"ATCC","CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_D10_569526",NA,"yes",NA,"Hs_255.T","Bowel","Colorectal carcinoma","CVCL_0707","Hs255.T_570_2019","large_intestine","Cancer cell line",NA
"Hs 274.T","http://www.broadinstitute.org/ccle/cell%20lines/HS274T_BREAST","HS274T_BREAST","Hs 274.T",NA,"F","breast","carcinoma","NS",NA,"ATCC","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B05_474706","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C04_542930","yes",NA,NA,"Breast","Breast carcinoma","CVCL_0711","Hs274.T_571_2019","breast","Cancer cell line",NA
"Hs 281.T","http://www.broadinstitute.org/ccle/cell%20lines/HS281T_BREAST","HS281T_BREAST","Hs 281.T",NA,"F","breast","carcinoma","NS",NA,"ATCC","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A09_474590","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D05_542840","yes","yes","Hs_281.T","Breast","Breast carcinoma","CVCL_0715","Hs281.T_572_2019","breast","Cancer cell line",NA
"Hs 294T","http://www.broadinstitute.org/ccle/cell%20lines/HS294T_SKIN","HS294T_SKIN","Hs 294T",NA,"M","skin","malignant_melanoma","NS","Isolated from the same donor tissue as A101D","ATCC","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_B05_257630","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_H09_578438","yes",NA,"Hs_294T","Skin","Melanoma","CVCL_0331","Hs294T_573_2019","skin","Cancer cell line",TRUE
"Hs 343.T","http://www.broadinstitute.org/ccle/cell%20lines/HS343T_BREAST","HS343T_BREAST","Hs 343.T",NA,"F","breast","carcinoma","NS",NA,"ATCC","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D01_474640","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G05_578300","yes","yes","Hs_343.T","Breast","Breast carcinoma","CVCL_0726","Hs343.T_574_2019","breast","Cancer cell line",NA
"Hs 571.T","http://www.broadinstitute.org/ccle/cell%20lines/HS571T_OVARY","HS571T_OVARY","Hs 571.T",NA,"F","ovary","carcinoma","NS","Identical lines: TOV-112D and Hs 571.T share high SNP identity","ATCC","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C07_240910","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_B12_256048","yes","yes",NA,"Ovary/Fallopian Tube","Ovarian carcinoma","CVCL_0802","Hs571.T_576_2019","ovary","Cancer cell line",NA
"Hs 578T","http://www.broadinstitute.org/ccle/cell%20lines/HS578T_BREAST","HS578T_BREAST","Hs 578T",NA,"F","breast","carcinoma","ductal_carcinoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_C01_383628","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F02_335310","yes","yes","Hs_578T","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_0332","Hs578T_614_2019","breast","Cancer cell line",NA
"Hs 600.T","http://www.broadinstitute.org/ccle/cell%20lines/HS600T_SKIN","HS600T_SKIN","Hs 600.T",NA,NA,"skin","malignant_melanoma","NS",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F05_454694","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B04_490386","yes","yes","Hs_600.T","Skin","Melanoma","CVCL_0814","Hs600.T_577_2019","skin","Cancer cell line",NA
"Hs 604.T","http://www.broadinstitute.org/ccle/cell%20lines/HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Hs 604.T",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Hodgkin_lymphoma",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_F03_383718","FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D05_411026","yes","yes",NA,"Lymphoid","Hodgkin lymphoma","CVCL_0816","Hs604.T_578_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"Hs 606.T","http://www.broadinstitute.org/ccle/cell%20lines/HS606T_BREAST","HS606T_BREAST","Hs 606.T",NA,"F","breast","carcinoma","NS",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H08_296172","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A11_437328","yes",NA,"Hs_606.T","Breast","Breast carcinoma","CVCL_0819","Hs606.T_579_2019","breast","Cancer cell line",NA
"Hs 611.T","http://www.broadinstitute.org/ccle/cell%20lines/HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Hs 611.T",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Hodgkin_lymphoma",NA,"ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D05_436566","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G01_437230","yes","yes","Hs_611.T","Lymphoid","Hodgkin lymphoma","CVCL_0823","Hs611.T_580_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"Hs 616.T","http://www.broadinstitute.org/ccle/cell%20lines/HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Hs 616.T",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Hodgkin_lymphoma",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F04_454684","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F11_464674","yes","yes","Hs_616.T","Lymphoid","Hodgkin lymphoma","CVCL_0825","Hs616.T_581_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"Hs 618.T","http://www.broadinstitute.org/ccle/cell%20lines/HS618T_LUNG","HS618T_LUNG","Hs 618.T",NA,"F","lung","carcinoma","adenocarcinoma",NA,"ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H06_436442","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D09_437422","yes","yes","Hs_618.T","Lung","Lung adenocarcinoma","CVCL_0827","Hs618.T_582_2019","lung","Cancer cell line",NA
"Hs 675.T","http://www.broadinstitute.org/ccle/cell%20lines/HS675T_LARGE_INTESTINE","HS675T_LARGE_INTESTINE","Hs 675.T",NA,"M","large_intestine","carcinoma","NS",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B04_454590","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H08_464646","yes","yes","Hs_675.T","Bowel","Colorectal carcinoma","CVCL_0836","Hs675.T_583_2019","large_intestine","Cancer cell line",NA
"Hs 683","http://www.broadinstitute.org/ccle/cell%20lines/HS683_CENTRAL_NERVOUS_SYSTEM","HS683_CENTRAL_NERVOUS_SYSTEM","Hs 683",NA,"M","central_nervous_system","glioma","NS",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G01_454710","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D02_437280","yes","yes","Hs_683","CNS/Brain","Oligodendroglioma","CVCL_0844","Hs683_584_2019","central_nervous_system","Cancer cell line",NA
